Título;Enlace;Fecha;Primeros_Párrafos;Topic
Cae una red criminal dedicada a concertar parejas de hecho falsas en Barcelona y Girona;https://www.lavanguardia.com/sucesos/20240514/9642775/cae-red-criminal-dedicada-concertar-parejas-hecho-fraudulentas-barcelona-girona.html;14/05/2024;Agentes de la Policía Nacional han desarticulado una organización criminal presuntamente dedicada a concertar parejas de hecho en Catalunya. Según informó este martes la Policía Nacional, han sido detenidas 11 personas en Barcelona y Girona, entre las que se encuentra el líder de la organización, a las que se considera presuntos responsables de la inscripción de, al menos, 77 parejas de hecho fraudulentas entre ciudadanos y migrantes en situación irregular mediante documentación falsa.;Sucesos
Más de 30 años buscando un hermano desaparecido: “La Guardia Civil no nos dijo nunca que lo habían encontrado muerto”;https://www.lavanguardia.com/sucesos/20250122/10308592/mas-30-anos-buscando-hermano-desaparecido-guardia-civil-dijo-nunca-habian-encontrado-muerto-asd.html;22/01/2025;Tarde del 27 de septiembre de 1991. Barcelona. ¿Escenario? El aeropuerto de El Prat. En aquel momento, en otro lugar de Catalunya, Luis Brusca –un argentino de 24 años que ya hacía unos cuantos que vivía aquí– se empieza a preocupar porque hace demasiado rato que no tiene noticias de su hermano, José, que justo tiene 18 años. Eso mismo impulsa Luis a ir a la Policía Nacional y denunciar la desaparición. Aunque en aquel momento no se lo espera, eso será el inicio de un calvario de más de 30 años. Treinta y cuatro, para ser exactos.El món a RAC1ha sido testigo de esta historiarocambolesca, que Luis ha descrito como un caso paradigmático de “falta de empatía total” por parte de la administración.;Sucesos
Los funcionarios suspenden las protestas en Quatre Camins, Joves y Wad-Ras;https://www.lavanguardia.com/sucesos/20240316/9565901/sindicatos-llevan-protesta-limite-bloqueo-tres-carceles.html;16/03/2024;El Departament de Justícia ha confirmado este domingo que no hay bloqueos en las cárceles y que se podrá realizar la actividad ordinaria propia del fin de semana en los centros penitenciarios catalanes si no hay cambios. Por tanto, se podrán realizar las visitas con familiares que el sábado no se pudieron realizar en los centros de Quatre Camins i Joves, en la Roca del Vallès, y en la cárcel de mujeres, conocida popularmente como Wad-Ras, en Barcelona. Los sindicatos de funcionarios tensan el pulso con la Generalitat y mantuvieron durante todo el sábado el bloqueo de las cárceles de Quatre Camins, el centro penitenciario de jóvenes de la Roca y la prisión de mujeres de Wad-Ras. En todos estos centros, un total de 1.200 presos estuvieron ayer encerrados en sus celdas, en algunos casos sin poder salir desde que el pasado jueves se iniciaran las protestas. También se impidieron las visitas familiares habituales del fin de semana y las salidas al exterior por la falta de funcionarios.;Sucesos
Un cadáver desnudo aparece en una fosa freática del Besòs;https://www.lavanguardia.com/sucesos/20241129/10153087/cadaver-desnudo-aparece-fosa-freatica-besos.html;29/11/2024;Los Mossos d’Esquadra recuperaron el miércoles por la mañana el cadáver de un hombre, en avanzado estado de descomposición, que había caído o habían tirado al interior de una de las fosas freáticas que hay en la orilla del río Besòs. El hallazgo se produjo sobre las nueve y media de la mañana cuando un vecino de la zona se detuvo ante el orificio, que no estaba tapado en ese momento, después de que el perro que paseaba se detuviera delante y ladrara con fuerza. Utilizando la luz de su teléfono móvil, alcanzó a ver las extremidades y el tronco de lo que parecía un cuerpo humano. Enseguida se arremolinaron en la zona algunos de los transeúntes que a todas horas utilizan los márgenes del río Besòs para pasear o hacer deporte. Una mujer fue la encargada de telefonear al 112. El lugar exacto del hallazgo está en la frontera entre Santa Coloma de Gramenet y Montcada i Reixac.;Sucesos
Matan de dos tiros a un estibador a las puertas del colegio de sus hijos;https://www.lavanguardia.com/sucesos/agencia/20241116/10111989/matan-dos-tiros-estibador-puertas-colegio-hijos.html;16/11/2024;El asesinato de David Caballero Riera, de 51 años,tiroteado en la cabeza a traición cuando desayunaba en la cafeteríaque hay justo delante del colegio privado Hamelin de Montgat en el que estudian sus tres hijos, removió el día de ayer los submundos más turbios de la delincuencia y el crimen organizado de Barcelona. Su crimen, por la espalda y sin darle la opción de defenderse, puso de relieve hasta qué punto sobreviven todavía personajes a los que se les atribuye sin rubor una vida al margen de la ley, pero que, en el caso de esta víctima, no tenía más antecedentes judiciales que una condena en el 2015 por un delito leve de lesiones. Caballero, natural de Canet de Mar, pero crecido en la Barceloneta, barrio del que nunca se despegó, vivía ahora en una gran casa en Alella tras un periodo en Abu Dabi. Durante muchos años, el hombre trabajó de estibador en el puerto de Barcelona y no hay un solo investigador en Catalunya, de los Mossos d’Esquadra, la Guardia Civil o la Policía Nacional, que en la última década no se hubiera topado con él.;Sucesos
Los Mossos redoblan la presión contra las armas blancas en los conciertos de la Mercè;https://www.lavanguardia.com/sucesos/20240921/9957331/mossos-despliegan-dispositivo-armas-blancas-merce.html;21/09/2024;Los Mossos d’Esquadra desplegaron durante la primera noche de las fiestas de la Mercè un fuerte dispositivo para redoblar la presión contra las armas blancas. El operativo se puso en marcha en las tres zonas principales de conciertos con mayor afluencia de público: en la playa del Bogatell, en la Plaza Catalunya y en la calle Menéndez Pelayo. La zona más concurrida fue la playa del Bogatell donde se reunieron 60.000 personas. Cuando acabó el concierto de Oques Grasses y empezaron los Figaflawas, los agentes montaron un filtro en el acceso a la playa. Desviaron a los asistentes hacia la parte alta del paseo e hicieron un pasillo para separar a las personas que les parecían sospechosas. Agentes de la unidad del Área de Recursos Operativos (Arro) seleccionaron a los individuos y procedieron a cachearlos en busca de navajas u objetos punzantes.;Sucesos
Críticas a los Mossos por su actuación en los destrozos de casas tras el doble crimen de Sant Joan;https://www.lavanguardia.com/sucesos/20240630/9770755/criticas-mossos-permitir-destrozos-casas-familiares-homicida-figueres.html;30/06/2024;Laactuación de los Mossos d'Esquadrapermitiendo que un nutrido grupo de familiares y vecinos de las víctimas de las víctimas del doble crimen de Sant Joan destrozaran varias viviendas de Figueres relacionadas con el supuesto homicida ha sido criticado el sindicato SAP-FEPOL. En declaraciones a Catalunya Ràdio, su secretario general, Pere Garcia, ha afirmado que ley “sólo hay una” para todos los ciudadanos y ha añadido que es “obligación” de los Mossos hacerla cumplir. “No se puede enviar el mensaje de que, mientras no moleste al resto, se puede ir haciendo”. “Si 300 personas logran doblegar el cuerpo de Mossos es que algo ha fallado”, ha manifestado , ha dicho a modo de reproche al conseller de Interior en funciones, Joan Ignasi Elena, y al director de la policía, Pere Ferrer, quienes no han salido públicamente a dar explicaciones tras los sucesos del viernes noche.;Sucesos
Detenido en Terrassa el autor del último crimen con arma blanca;https://www.lavanguardia.com/sucesos/20240914/9940645/detenido-terrassa-autor-ultimo-crimen-arma-blanca.html;14/09/2024;Esta vez el escenario ha sido Terrassa y la víctima, un marroquí de 33 años, vecino de la localidad, y que murió esta pasada madrugada tras recibir una puñalada con un cuchillo con una hoja de 21 centímetros, en plena calle. La agresión se produjo poco antes de la una de la madrugada y en menos de una hora, los Mossos d'Esquadra habían detenido al presunto autor, un hombre nacido en Gambia en 1980 que se escondió en un edificio de la calle Reixament y que trató de engañar a los policías haciéndose el dormido. No le salió bien. Los mossos accedieron al inmueble a partir de las indicaciones que realizaron varios testigos, y los detalles que proporcionaron del presunto autor. Durante el registro del inmueble en el que se escondía, los policías localizaron el cuchillo con el mango negro que todavía estaba manchado de sangre. El fenómeno de las armas blancas se ha convertido en una de las prioridades del actual equipo de la conselleria de Interior, con Núria Parlon al frente. Nada más poner un pie en el departamento, la consellera encargó al nuevo director de la policía, Josep Lluís Trapero, la elaboración de un ambicioso plan que implique a todas las policías municipales y a la seguridad privada, para combatir un fenómeno que solo en lo que llevamos de año se ha llevado por delante nueve vidas. La Vanguardia publicaba esta semana unas cifras contundentes que ayudan a entender mejor el alcance del problema. Cada doce horas se produce en Catalunya una lesión con arma blanca.;Sucesos
Apuñalan por la espalda a un vigilante de seguridad en la estación de ferrocarril de Igualada;https://www.lavanguardia.com/sucesos/20220519/8279496/catalunya-sucesos-apunalan-vigilante-seguridad-estacion-fgc-igualada-barcelona.html;19/05/2022;Los Mossos d'Esquadra están investigando el apuñalamiento a un vigilante de seguridad privada este jueves en la estación de Igualada (Barcelona) de Ferrocarrils de la Generalitat de Catalunya (FGC). Los hechos ocurrieron al mediodía, después de que una agente de estación llamará a seguridad para identificar a un joven que no quería abonar el precio del billete. Según fuentes cercanas al caso, el individuo se negó a pagar y a identificarse y, ante su actitud desafiante y varios empujones, el vigilante de seguridad intentó detenerlo. No obstante, y mientras los presentes graban el momento, el individuo consigue escaparse.;Sucesos
Investigan como posible caso de violencia machista la muerte de una mujer en Madrid;https://www.lavanguardia.com/sucesos/20240714/9804074/hallada-muerta-mujer-piso-carabanchel-signos-violencia.html;14/07/2024;La Policía Nacional investiga como un presunto caso de violencia de género la muerte de una mujer de 29 años en la madrugada del sábado en Carabanchel, según han informado fuentes policiales. Su pareja ha sido detenida como presunto responsable del homicidio. Según ha informado un portavoz de Emergencias Madrid, el Summa 112 confirmó el fallecimiento de la mujer en su domicilio de la calle Nuestra Señora de Fátima, 23, en el barrio de Carabanchel.;Sucesos
Un muerto al chocar contra la mediana de la C-16 en Vacarisses;https://www.lavanguardia.com/sucesos/20240324/9581504/muerto-chocar-mediana-c-16-vacarisses.html;24/03/2024;El conductor de una furgoneta ha fallecido en la tarde de hoy domingo al empotrarse con su vehículo en la medianera de la autopista C-16, a su paso por Vacarisses (Barcelona). El Servei Català de Trànsit ha informado de que el accidente ha tenido lugar pasadas las cinco de la tarde en el kilómetro 34,8 de la citada autopista, en sentido Barcelona, punto en el que se ha cortado la circulación en dirección a la capital catalana.;Sucesos
Muere un joven atropellado por un camión en la AP-7;https://www.lavanguardia.com/sucesos/20220706/8389425/muere-hombre-atropellado-camion-ap-7-penedes-catalunya.html;06/07/2022;Un hombre de 24 años falleció anoche al ser atropellado por un camión a la altura de Castellet i la Gornal (Alt Penedès) en la AP-7. Con esta víctima, ya son 83 las personas fallecidas en un accidente de tráfico este año en Catalunya, según datos provisionales. El Servei Català de Trànsit ha informado de que ayer por la noche registraron un siniestro viario mortal en el punto kilométrico 206 de la AP-7, en sentido norte. Los Mossos d’Esquadra recibieron el aviso a las 21:52 horas, lo que comportó el despliegue de dos patrullas, una dotación de Bombers de la Generalitat y cuatro ambulancias del Sistema d’Emergències Mèdiques (SEM).;Sucesos
Tres muertos y tres heridos críticos en un choque frontal en la C-37 en Castellfollit del Boix;https://www.lavanguardia.com/sucesos/20240701/9771215/tres-muertos-tres-heridos-criticos-choque-frontal-c-37-castellfollit-boix-rac1.html;01/07/2024;Un accidente en la C-37 en Castellfollit del Boix, en el Bages, dejó este domingo por la tarde a tres personas muertas y tres heridas críticas. Pasó cerca de las 13:00 horas en el kilómetro 75 de la carretera, que conecta Manresa e Igualada. Hubo una colisión frontal entre un turismo y una furgoneta en que se vio implicado un tercer vehículo. A consecuencia del choque, murieron las dos personas ocupantes del turismo. Un pasajero de la furgoneta, que había sido trasladado en estado crítico en el Hospital de Bellvitge, murió horas después.;Sucesos
Cae una banda en Barcelona que robaba en bares y escondía el botín en una madriguera;https://www.lavanguardia.com/sucesos/20240824/9888561/cae-banda-robaba-bares-escondia-botin-madriguera.html;24/08/2024;Los Mossos d'Esquadra han desarticulado una banda de delincuentes que robaba en bares de Catalunya y que después guardaba los botines en una madriguera situada en una zona boscosa, en un lateral de la autopista AP-7. En total, se han detenido a tres personas, de 45, 38 i 31 años, por un delito de robo con fuerza y pertenencia a grupo criminal. Las detenciones del operativo se efectuaron el pasado 13 de agosto en el distrito de Sarrià-Sant Gervasi de Barcelona. Los arrestados presuntamente robaban dinero en efectivo de máquinas tragaperras y cajas registradoras de los bares saqueados. Después, guardaban los botines en un escondite que habían construido en el lateral de la autopista, lo que les permitió pasar desapercibidos en los últimos cuatro años y estar activos desde el 2008.;Sucesos
De una peletería de Milán a bazares y restaurantes chinos de Badalona: así cayó el banco oculto de los narcos;https://www.lavanguardia.com/sucesos/20231026/9331557/peleteria-milan-bazares-restaurantes-chinos-badalona-asi-cayo-banco-oculto-narcos.html;26/10/2023;Una peletería del Chinatown de Milán llamó la atención de la Guardia di Finanza, el cuerpo militar italiano que ejerce de policía judicial. “Era una peletería pequeña en la que entraba mucha gente, pero nadie compraba nada”, cuenta el teniente del grupo operativo antidroga, Giorgio Targa. Iban siempre hombres que llevaban una maleta, pero nunca salían con un bolso o una chaqueta, nada. Incluso durante el confinamiento seguía el tránsito de clientes. Los agentes montaron puntos de vigilancia e identificaron a la presunta clientela. “Todos eran traficantes de droga”, desvela. El local, regentado por ciudadanos chinos, ejercía de banco para organizaciones criminales. Los narcos pagaban sus cuentas o las cobraban en un mismo punto sin necesidad de enviar el dinero a ningún punto a pesar de que la droga y su transporte hubiera viajado desde Marruecos hasta el norte de Italia haciendo una parada en Barcelona para su transporte. La Guardia di Finanza camufló cámaras de vigilancia y micrófonos en el interior de la peletería. En tan solo seis meses, los chinos movieron 26 millones de euros. En la operación policial que sucedió a aquel hallazgo, los agentes intervinieron un bloc de notas donde se registraban las operaciones y descubrieron varias tarjetas de visita de tiendas de ropa y restaurantes chinos de Badalona. Ese fue el descubrimiento que dio pie a la mayor operación internacional de la historia de los Mossos d’Esquadra que se saldó con la detención el pasado 17 de octubre de 78 personas, 20 en Catalunya y 58 en Italia y en la que fueron decomisados más de 716.000 euros en efectivo y 1,2 toneladas de hachís.;Sucesos
Muere ahogado en una piscina en Torrelles de Foix;https://www.lavanguardia.com/sucesos/20230628/9074868/hombre-fallece-ahogarse-piscina-torrelles-foix.html;28/06/2023;Un hombre de 54 años y nacionalidad española ha fallecido este miércoles al ahogarse en una piscina comunitaria en Torrelles de Foix (Barcelona), según ha informado Protección civil de la Generalitat. Los servicios de emergencias han recibido a las 15:23 horas de hoy la alerta de que había un hombre que parecía ahogado en la piscina.;Sucesos
Los enemigos de los palomos;https://www.lavanguardia.com/sucesos/20240605/9709257/enemigos-palomos.html;05/06/2024;El amor por los palomos se hereda de padres a hijos. Es una tradición antigua y muy arraigada en algunos lugares de España, especialmente en Andalucía, y que en Catalunya ha arraigado convirtiéndose en escenario de cría de palomos para competiciones. En el último año, diferentes asociaciones de palomos han sufrido robos y, lo peor todavía, el asesinato de 80 aves que murieron por inhalación de humo después de que algún desalmado o desalmados prendiera fuego a uno de los contenedores de la Asociación de Coloms Esportius de Vilanova del Vallès. Juan Antonio Campos, presidente de la entidad, lleva toda la semana terminando de reunir la documentación para terminar de presentar la denuncia en la policía municipal de Vilanova del Vallès. Asegura el hombre que la propia policía local se encargará de trasladar la denuncia a la unidad de investigación de los Mossos d'Esquadra de Granollers que consultados porLa Vanguardiaeste miércoles solo tenían referencia del suceso por los medios de comunicación.;Sucesos
“No son delincuentes, pero tienen que entender que no pueden salir de casa con navaja”;https://www.lavanguardia.com/sucesos/20240928/9979607/son-delincuentes-entender-salir-casa-navaja.html;28/09/2024;Las cosas empiezan a cambiar. Especialmente para aquellos, en un 99,9 por ciento hombres, que salen o salían de casa con un arma blanca en el bolsillo... “por si acaso”. Un “por si acaso” que en ocasiones podía acabar en mostrar ese puñal o esa navaja de forma amenazante, o peor aún, utilizarla provocando lesiones, o la muerte. Un 44% de los homicidios registrados en el 2024 en Catalunya se realizaron con arma blanca. El departamento de Interior que lidera Núria Parlon ha puesto sobre la mesa las armas blancas, que se han convertido en la prioridad de los Mossos d'Esquadra, involucrando en el objetivo a las policías locales catalanas, a la seguridad privada y a la policía portuaria, en la capital catalana. La mejor muestra de esa nueva política se visualizó el viernes por la noche en la comisaría de la policía catalana en Ciutat Vella. En la sala de actos de las dependencias de Nou de la Rambla no cabía un alfiler. Al frente del dispositivo, el intendente Rafa Tello glosó en cuatro frases el espíritu del nuevo plan Daga, rehecho por la actual jefatura de la policía y en el que ha participado activamente el intendente Toni Rodríguez, destinado desde este lunes en el complejo central de Egara, en Sabadell. “No vamos en busca de delincuentes. Nuestro objetivo es ir a buscar armas blancas y hacer entender a esas personas que no les vamos a dejar salir de casa con una navaja, porque tarde o temprano, o un mosso, o un policía local o un vigilante de seguridad, se la va a incautar, y la Generalitat a sancionar”.;Sucesos
Macrorredada contra las estafas telefónicas;https://www.lavanguardia.com/sucesos/20240723/9822783/guardia-civil-detiene-cien-miembros-red-estafas-bancarias-sms.html;23/07/2024;La edad de los ciberdelincuentes se rebaja cada vez, como acaba de comprobar la Guardia Civil, que ha desarticulado un grupo organizado de un centenar de integrantes, la mayoría de los cuales tiene menos de 25 años. Se dedicaban a la comisión de estafas telefónicas y bancarias. Los investigadores no descartan más detenciones y tienen bajo su lupa a 151 personas más. Los delitos se cometieron en toda España y solo en Barcelona se practicaron 79 detenciones y se investiga a 46 sospechosos más. Llama la atención la juventud de los acusados, muchos de 18 años. Solo en la provincia de Málaga la estafa que se les imputa asciende a 1,2 millones de euros. Los presuntos implicados suplantaban el número de teléfono de una entidad bancaria concreta, desde el que enviaban mensajes a clientes de dicho banco o se hacían pasar por empleados para acceder a las claves de las cuentas de los perjudicados y realizar compras o transferencias de dinero sin su consentimiento.;Sucesos
Mossos piden a la Fiscalía que incremente las penas en los casos de robos de metal;https://www.lavanguardia.com/sucesos/20231231/9485294/mossos-piden-fiscalia-incremente-penas-casos-robos-metal.html;31/12/2023;El número de personas denunciadas por robo de metal ha incrementado este año en Catalunya. Los Mossos d'Esquadra han identificado a 492 personas en los diez primeros meses de 2023, de las que han denunciado 306, cifra que supone 70 más que durante todo el año 2022. El cuerpo atribuye el dato al incremento de patrullas , tanto uniformadas como de paisano, en aquellos espacios en los que se ha registrado una mayor actividad delictiva, así como la intensificación de la comunicación y las relaciones con empresas y entes que han sido víctimas o que podrían ser susceptibles de serlo. Hasta finales de octubre se han detenido a 186 personas por esta tipología de delitos, muy cerca de los 199 arrestados durante todo el 2022. Los Mossos d'Esquadra dan respuesta a la sustracción de metal con un Procedimiento Operativo Específico (POE) desde 2010, un mecanismo que todavía está vigente y que marca la tipología de acciones a realizar ante este tipo de delitos. Con una punta de robos en el 2013 y una bajada con la explosión de la pandemia de cóvido, en el 2020, que remontó lentamente con la recuperación de la actividad ordinaria.;Sucesos
Los Mossos anuncian inspecciones masivas contra las armas blancas;https://www.lavanguardia.com/sucesos/20240920/9954223/mossos-anuncian-inspecciones-masivas-armas-blancas.html;20/09/2024;Los incidentes diarios protagonizados por armas blancas tienen un “punto de insoportable” además de la alarma que generan, advirtió ayer el director general de la policía catalana, Josep Lluís Trapero, durante la presentación del nuevo plan estratégico que pretende terminar con la impunidad del que sale de su casa con una navaja encima, por si acaso. Un plan que tiene tres columnas, la operativa, la preventiva y la administrativa, y que la consellera de Interior, Núria Parlon, ha asegurado que contará con la participación de las policías municipales y con la seguridad privada. Los jefes de las policías locales se enteraron del plan ayer mismo por los medios de comunicación y tendrán que esperar a que se les convoque y detalle, para diseñar esos dispositivos conjuntos. Mientras tanto, guardias urbanas como la de Barcelona, seguirán con sus controles quirúrgicos en el espacio público para sacar de las calles el mayor número de armas potenciales peligrosas. Unos controles que se intensificarán estos días con motivo de las fiestas de la Mercè.;Sucesos
Operación contra el grupo neonazi Combat 18, que anima a atacar a migrantes y personas LGTBI;https://www.lavanguardia.com/sucesos/20231017/9305398/policia-mossos-desarrollan-operacion-grupo-neonazi-combat-18-provincias.html;17/10/2023;"La Policía Nacional y los Mossos d'Esquadra están llevando a cabo desde primera hora de esta mañana una operación contra la banda neonazi Combat 18, una ""organización criminal"" extendida por Europa que ha hecho llamamientos a cometer ataques contra inmigrantes, minorías étnicas, figuras de izquierdas o relacionadas con el movimiento LGTBI. La operación ha sido anunciada por ambos cuerpos policiales de manera conjunta en redes sociales, pese a que aún no se ha dado por concluída. Se están llevando a cabo registros y detenciones en distintas localidades de Catalunya, Madrid, Lugo, Toledo y Málaga.";Sucesos
Pillan a Ángela Dobrowolski, exmujer de Mainat, haciendo un agujero en una reja para escaparse de prisión;https://www.lavanguardia.com/sucesos/20240701/9771653/angela-dobrowolski-exmujer-mainat-agujero-reja-escaparse-prision.html;01/07/2024;Funcionarios de la prisión de Wad-Ras han abortado un intento de fuga de Ángela Dobrowolski que estaba en una fase muy preliminar y difícilmente habría tenido éxito, han confirmado a EFE fuentes penitenciarias. El Periódico de Catalunyaha informado este domingo de que los vigilantes del centro penitenciario de Wad-Ras abortaron el pasado viernes un intento de fuga de Ángela Dobrowolski, exesposa del fundador de La Trinca Josep Maria Mainat, en prisión a la espera de varias condenas firmes y juicios.;Sucesos
Retrasos en las líneas regionales y de Rodalies por dos nuevos robos de cobre;https://www.lavanguardia.com/sucesos/20240421/9600128/retrasos-lineas-regionales-rodalies-dos-nuevos-robos-cobre.html;21/04/2024;Todas las líneas regionales de Catalunya y parte de las de Rodalies circulan con retraso por dos nuevos robos de cobre la madrugada de este domingo. Los actos vandálicos en el Empordà y en el Penedès han tocado dos puntos muy sensibles de la red y a estas alturas todas las líneas circulan con alteraciones. Les más graves, a las líneas R15 y R16, que conectan Barcelona con Tarragona y el Ebro. Eso se suma a que durante el fin de semana muchos de estos trenes ya tardan más en hacer el trayecto por las obras que Adif está haciendo en el Garraf. Unos trabajos que también provocan que la mitad de trenes de la R2 Sur se queden a la estación de Garraf, por lo tanto que no llegan a Sitges y Vilanova i la Geltrú.;Sucesos
El monje cisterciense Octavi Vilà será ordenado obispo de Girona el 21 de abril;https://www.lavanguardia.com/sucesos/20240229/9531310/monje-cisterciense-octavi-vila-sera-ordenado-obispo-girona-21-abril.html;29/02/2024;"El nuevo obispo de Girona, el abad del monasterio de Santa Maria de Poblet, Octavi Vilà (Tarragona, 1961), será ordenado el domingo 21 de abril en la Catedral de Girona, en una ceremonia que contará con la asistencia del cardenal arzobispo de Barcelona, Juan José Omella; del arzobispo de Tarragona, Joan Planellas y con el nuncio apostólico en España, Bernardito Auza. También estará acompañado por el  resto de obispos catalanes. El papa Francisco ha nombrado hoy al monje cisterciense Octavi Vilà nuevo obispo de Girona. Lo ha hecho público la Santa Sede al mediodía después de que ayer trascendiera ya su nombre. Un nombramiento que el Obispado de Girona ha celebrado tras dos años con la sede vacante. Desde que falleció Francesc Pardo, el 31 de marzo de 2022, la diócesis se encontraba en una situación de interinidad.";Sucesos
Cae un grupo criminal con epicentro en Valls que traficaba con cocaína y otras drogas;https://www.lavanguardia.com/sucesos/20211118/7870585/catalunya-sucesos-cae-presunto-grupo-criminal-traficaba-drogas-valls-tarragona.html;18/11/2021;Un grupo criminal que traficaba con cocaína y otras drogas con epicentro en Valls (Tarragona)  ha sido desmantelado por los Mossos d'Esquadra y la Guardia Civil. Cinco personas han sido detenidas. En un comunicado conjunto de ambos cuerpos policiales este jueves, han explicado que la investigación se inició durante el mes de enero, cuando agentes de los Mossos d'Esquadra durante un control policial detuvieron un vehículo y encontraron 543,5 gramos de cocaína en el interior, y el conductor quedó detenido e ingresó en prisión.;Sucesos
Investigado por terrorismo yihadista el hombre que atacó con un hacha un McDonald's en el Màgic de Badalona;https://www.lavanguardia.com/sucesos/20240402/9586358/investigado-terrorismo-yihadista-hombre-ataco-mcdonald-s-magic-badalona.html;02/04/2024;El ataque cometido contra un restaurante McDonald's en el centro comercial Màgic de Badalona se investiga como un acto de terrorismo yihadista. Así lo ha comunicado el Tribunal Superior de Justícia de Catalunya en un comunicado. Un hombre fue detenido el miércoles de la semana pasada acusado de haber emprendido un ataque con un hacha contra el establecimiento de comida rápida. El individuo golpeó fuertemente contra el mobiliario sin herir a nadie. Según fuentes próximas al caso, el hombre habría atacado el restaurante de la cadena norteamericana como represalia por los ataques de Israel en Gaza. El objetivo era actuar contra intereses americanos, señalan las mismas fuentes. El individuo reconoció haber visto unas imágenes de la guerra que despertaron su reacción. Ese es el indicio por el cual el juez de instrucción 4 de Badalona ha decidido inhibirse en favor de la Audiencia Nacional, que es el tribunal competente, al apreciar indicios de delitos de terrorismo yihadista. Ahora será el juez de dicho tribunal el que debe encargar un informe para analizar el estado psicológico del arrestado, si se ha radicalizado y si era consciente de lo que hacía.;Sucesos
Fraude eléctrico y naves ocupadas alientan el negocio de la marihuana;https://www.lavanguardia.com/sucesos/20220819/8473136/fraude-electrico-naves-ocupadas-alientan-negocio-marihuana-catalunya.html;19/08/2022;Hace tiempo que se repite queCatalunya se ha convertido en el epicentro europeo de la marihuana. El año pasado los Mossos d’Esquadra se hicieron con 826.697 plantas, una cifra trece veces superior a la del 2015. El negocio crece a un ritmo vertiginoso y se extiende por todo el territorio, convirtiéndolo en uno de los principales productores y exportadores de cannabis. Entre las razones están una ley menos restrictiva que en otros países, la proximidad al resto de Europa y unos grandes beneficios. La rentabilidad del negocio de la marihuana viene dada por una reducción drástica de los costes: no se paga alquiler ni suministros en muchos casos, según los cuerpos policiales. El fraude eléctrico y las naves ocupadas han atraído a grupos criminales dedicados al tráfico que instalan aquí sus plantaciones y exportan la droga al resto del continente. La estafa se ha convertido en una práctica mayoritaria para las bandas, según fuentes policiales, y hace que el de la marihuana sea un negocio redondo. Más de la mitad de las plantaciones interiores desmanteladas en el 2021 se conectaban ilegalmente a la red eléctrica y, por lo general, se hallaban en inmuebles ocupados.;Sucesos
Operarios de la limpieza encuentran tres fardos de hachís en una playa del Prat de Llobregat;https://www.lavanguardia.com/sucesos/20230701/9081330/operarios-limpieza-encuentran-tres-fardos-hachis-playa-prat-llobregat.html;01/07/2023;Los trabajadores que se encargan de la limpieza de las playas del área metropolitana se han visto sorprendidos por algo inesperado. A las seis de la mañana, en la playa del Prat de Llobregat han descubierto tres fardos de hachís entre los residuos que se han amontonado estos días como consecuencia de las fuertes tormentas que han descargado los últimos días en Catalunya. Los operarios ha comunicado el hallazgo a los Mossos d’Esquadra que se han encargado de custodiar la mercancía, según han confirmado la policía catalana y la AMB, entidad competente del mantenimiento de las 42 playas que se extienden por la conurbación metropolitana. Los Mossos han abierto una investigación para encontrar el origen de la mercancía y a los responsables de haberla transportado hasta El Prat. Es poco habitual que los narcotraficantes desembarquen la droga en las playas del Baix Llobregat y de la conurbación de Barcelona al tratarse de zonas muy pobladas, y prefieren utilizar otras menos concurridas de la costa de Tarragona, sobre todo del delta del Ebro. El último desembarco de hachís que se produjo en el área de Barcelona fue en febrero en el puerto de Mataró donde 15 personas fueron detenidas cuando intentaban descargar una narcolancha.;Sucesos
La presión en el Estrecho empuja las narcolanchas a la costa catalana;https://www.lavanguardia.com/sucesos/20231003/9272899/presion-estrecho-empuja-narcolanchas-costa-catalana.html;03/10/2023;Los Mossos interceptaron el pasado 5 de febrero un desembarco de droga en el puerto de Mataró. Dos narcolanchas entraron en el muelle cargadas hasta arriba. En total llegaron tres pero las que se aproximaron fueron solo dos para evitar riesgos. Una de las embarcaciones antes de entrar al puerto cargó la droga en otra narcolancha y se dio media vuelta. Debido a la falta de carburante apareció días después abandonada en una playa de Sant Andreu de Llavaneras. La otra que llegó al muelle poniendo al límite su capacidad de flotación. Un grupo de treinta personas esperaban en tierra dispuestos a descargar. Un vigilante de la seguridad del puerto dio el aviso a los Mossos al percatarse del desalijo. El caso Pekín, - así es como se bautizó a la operación por la cercanía del puerto con la playa Pekín de Mataró, se saldó con la intervención de 154 fardos de hachís que pesaban 5 toneladas y media y la detención de 26 personas en dos operaciones,- la última llevada a cabo en septiembre. El valor de la droga en el mercado negro asciende a 11,5 millones de euros.  La organización había sobornado con 15.000 euros a uno de los vigilantes del puerto que permitió entrar a los porteadores.;Sucesos
