Título;Enlace;Fecha;Primeros_Párrafos;Topic
Tras el rastro del ADN del presunto violador de Igualada;https://www.lavanguardia.com/sucesos/20220423/8216598/rastro-adn-violador-igualada.html;23/04/2022;A medida que transcurren las horas desde que la madrugada del pasado jueves detuvieron al presunto autor de la brutal agresión sexual que sufrió una menor a la salida de una discoteca de Igualada, se comprende mejor la certeza con la que los investigadores de la Unidad Central de Agresiones Sexuales (UCAS) trasladaron a sus superiores que el individuo arrestado era el que habían buscado los últimos cinco meses. Cuando cruzaron la puerta del segundo tercera del número 13 de la calle Sant Sebastià de la capital de la Anoia tenían indicios contra el sospechoso, pero no pruebas. En ello siguen contrarreloj los investigadores y la policía científica en sus laboratorios. Las más de siete horas que duró el registro del piso dieron sus frutos. Los mossos localizaron las prendas de ropa que el joven boliviano, de 21 años y con antecedentes policiales por agresión sexual y maltratos machistas, llevaba la madrugada que presuntamente asaltó a una menor de 16 años, a la que abandonó inconsciente creyendo que estaba muerta. Desde ayer, los científicos de la policía trabajan a conciencia en los laboratorios centrales del complejo policial de Egara para identificar el ADN de la víctima en esas piezas de ropa, pese a los lavados que han podido tener.;Sucesos
El Supremo confirma las penas por el crimen de la Guardia Urbana: 25 años para Rosa Peral y 20 para Albert López;https://www.lavanguardia.com/sucesos/20210920/7733391/supremo-crimen-guardia-urbana-rosa-peral-albert-lopez.html;20/09/2021;"El crimen de la Guardia Urbana no escribirá más capítulos. El Tribunal Supremo ha dado por zanjado el procedimiento y ha ratificado la condena por asesinato con alevosía a los agentes de la Guardia Urbana, Rosa Peral y Albert López, por la muerte de Pedro Rodríguez, también urbano, cuyo cuerpo apareció calcinado en una pista forestal en de mayo de 2017 en el pantano de Foix. La sala impone una pena de 25 años a Peral y de 20 años a López. La sentencia es firme y no se puede recurrir. La sala que preside Manuel Marchena, cuya ponente ha sido la magistrada Ana Ferrer, llega a la misma conclusión que la Audiencia Provincial de Barcelona y elTribunal Superior de Catalunyay considera probado que “los dos agentes trazaron un plan para matar a la víctima, que era la pareja sentimental de la mujer, y que consistía en esperar a que estuviera dormido o descansando”. Después, subraya el tribunal, “utilizaron el móvil de la víctima fingiendo que seguía con vida y ""lo llevaron a las inmediaciones del domicilio del exmarido de Rosa, con quien mantenía una relación conflictiva, con el propósito de involucrarle"".";Sucesos
Una anciana fallece en un incendio en Olesa de Montserrat;https://www.lavanguardia.com/sucesos/20210912/7715438/anciana-fallece-incendio-olesa-montserrat.html;12/09/2021;Una mujer de 71 años de edad ha fallecido y otras 18 personas han resultado heridas, de ellas tres en estado crítico y otra grave, en un incendio ocurrido anoche en un piso del barrio de Sant Bernat de Olesa de Montserrat (Barcelona), que obligó a evacuar a todos los vecinos del edificio. Según han informado el Ayuntamiento de Olesa y los Bombers de la Generalitat, el incendio se inició por causas que se investigan sobre las 21:52 horas de anoche en el piso primero cuarta del bloque situado en el número 22 de la calle Jaume Duran, donde las llamas y el humo se propagaron por la fachada y la escalera, lo que obligó a evacuar todos los vecinos, trece de los cuales han tenido que ser realojados para pasar la noche.;Sucesos
Tres jóvenes mueren asesinados en las últimas 24 horas en España;https://www.lavanguardia.com/sucesos/20221101/8589921/tres-jovenes-mueren-asesinados-ultimas-24-horas-espana.html;01/11/2022;Tres jóvenes han muerto de forma violenta en las últimas 24 horas en España: uno tiroteado en Málaga y dos apuñalados en Salou (en la provincia de Tarragona) y en la localidad sevillana de Palomares del Río, respectivamente. A estos crímenes se añade una larga lista de sucesos registrados en la noche de Halloween, con dos apuñalados en zonas de ocio de Sevilla y Granada, otro en Seseña (en la provincia Toledo) y la detención de 18 menores por agredir a varias personas que se encontraban en el recinto de la Feria de Abril de Sevilla, a donde accedieron vestidos de negro y con los rostros tapados.;Sucesos
Interior bloquea varios proyectos de la Guardia Urbana de Barcelona;https://www.lavanguardia.com/sucesos/20221030/8587615/interior-bloquea-proyectos-guardia-urbana-barcelona.html;30/10/2022;"No pasaron desapercibidas las palabras del teniente de alcalde de Seguridad del Ayuntamiento de Barcelona, Albert Batlle, el miércoles durante la celebración de la Diada de la Guardia Urbana. Pese a la ausencia en el acto de representantes de la Conselleria de Interior, Batlle exigió, subiendo el tono de voz, que el departamento de Joan Ignasi Elena desbloquee los proyectos paralizados hace meses a la espera de las firmas del director de la policía catalana, Pere Ferrer. Son varios los programas y el propio concejal socialista los enumeró durante su intervención: la incorporación de la Guardia Urbana al Sistema Automático de Identificación Dactilar (SAID); la firma del protocolo para que la policía municipal recoja denuncias en sus comisarías; otro más concreto sobre las relacionadas con la violencia machista y la elección de un espacio para trasladar la actual sala de coordinación policial de Barcelona.";Sucesos
Dos detenidos después que 60 jóvenes rodearan y agredieran a Mossos en Pallejà;https://www.lavanguardia.com/sucesos/20210117/6184199/mossos-agresion-palleja-detenidos-menores.html;17/01/2021;Los Mossos d'Esquadra han detenido a dos menores que presuntamente participaron anoche, junto a un grupo de unos 60 jóvenes, en una agresión a los agentes de un coche patrulla de la policía catalana en Pallejà (Barcelona). Según han confirmado a Efe fuentes de los Mossos d'Esquadra, los dos menores han sido detenidos acusados de desordenes públicos y atentado a agentes de la autoridad, ya que, según la policía, fueron los principales protagonistas de los incidentes.;Sucesos
Libertad vigilada para los autores de la agresión en grupo a un menor en Sants;https://www.lavanguardia.com/sucesos/20210107/6171428/juez-impone-libertad-vigilada-alejamiento-victima-agresores-menor.html;07/01/2021;Un juez de menores ha acordado imponer la libertad vigilada y la prohibición de acercarse a la víctima a los cuatro menores investigados por unaagresión en grupo a un menor en el barrio de Santsde Barcelona. Tres de ellos fueron detenidos por lesiones y robo con intimidación, ya que también le sustrajeron el móvil y una cadena. Otro menor ha sido detenido esta mañana y pasará a disposición judicial en las próximas horas, según han anunciado los Mossos d'Esquadra. La investigación continua abierta y no se descartan nuevas detenciones.;Sucesos
Bombers da por controlado el incendio en la Conca de Barberà;https://www.lavanguardia.com/sucesos/20210726/7624575/incendio-conca-barbera-80-perimetrado.html;26/07/2021;Los Bombers acaban de dar por controlado el incendio quedesde el sábado por la tarde arde en la Conca de Barberà(Tarragona) y l'Anoia y que ya ha arrasado cerca de 1.700 hectáreas. Los equipos de emergencia se ha adelantado unas pocas horas a las previsiones de estabilización que se habían fijado para esta tarde. La citada fase de la extinción ya se ha alcanzado. Tras una jornada pesimista, en el que por el momento es el incendio más grave en Catalunya de este verano, y después de trabajar durante toda la noche, los cuerpos de emergencia ya se mostraban optimistas esta mañana empujados por la meteorología, ya que la lluvia ha hecho acto de presencia en la zona.;Sucesos
Los Mossos dan por desmantelada la mafia albanesa de la marihuana;https://www.lavanguardia.com/sucesos/20210725/7623724/mossos-desmantelan-mafia-albanesa-marihuana.html;25/07/2021;Los Mossos d’Esquadra dan por desmantelada la mafia albanesa de la marihuana, tal y como han anunciado en un comunicado. En tan solo 48 horas, los mossos llevaron a cabo tres operaciones que han dado la estocada final a este grupo que había instalado varias plantaciones a lo largo de Catalunya. La unidad de investigación de la comisaría de Reus arrestó entre el miércoles y el jueves a seis hombres entre 19 y 58 años, todos de nacionalidad albanesa excepto uno de nacionalidad española, por un delito contra la salud pública, por las plantaciones levantadas en el Baix Camp y en el Priorat. A las seis de la mañana del jueves un gran dispositivo policial, con el Grupo Especial de Intervención (GEI), el helicóptero, la unidad de Policía de Montaña y la unidad Canina, irrumpió en una zona de dificil acceso situada a los pies de la sierra del Montsant, en el término municipal de Ulldemolins, donde hallaron una macroplantación. Los agentes intervinieron 3.175 plantas de cannabis, 2.080 esquejes y 10.900 gramos de cogollos.Una hora más tarde pudieron arrestar a cuatro miembros de la organización que explotaba la plantación que habían logrado huir campo a través. Los Mossos tuvieron que utilizar el helicóptero para llevarse las plantas de marihuana que estaban en una zona de dificil acceso. Solicitarán además un informe pericial a los responsables del parque Natural del Montsant por si de la actuación de los arrestados podría desprenderse indicios por un delito contra el medio ambiente.;Sucesos
Un clan forzaba el exilio de sus vecinos para plantar marihuana en sus pisos;https://www.lavanguardia.com/sucesos/20210724/7622037/clan-forzaba-exilio-vecinos-plantar-marihuana-pisos-badalona.html;24/07/2021;Un clan familiar asentado en el barrio de Sant Roc de Badalona impuso la ley del terror entre sus vecinos. Amenazaban e intimidaban a los habitantes de un barrio históricamente golpeado por la difícil convivencia con algunos clanes del barrio. Los Mossos d’Esquadra detuvieron la semana pasada a quince personas pertenecientes a un clan familiar que extorsionaba a los vecinos y los expulsaba de sus viviendas con el objetivo de instalar plantaciones de marihuana en los inmuebles. La investigación se inició a finales del año pasado y culminó el 20 de julio con la desarticulación de este grupo y la localización de nueve cultivos interiores. A pesar de que la organización estaba asentada en Sant Roc también contaba con ramificaciones en Nou Barris y en Piera.;Sucesos
Paliza a una farmacéutica en Barcelona tras el atraco del establecimiento;https://www.lavanguardia.com/sucesos/20201215/6123613/paliza-empleada-farmacia-barcelona-poble-sec.html;15/12/2020;Una farmacia del Poble Sec, en Barcelona, se está recuperando todavía del susto después de que ayer les atracaran de forma violenta. No es la primera vez que algo así sucedía, por eso decidieron que todas las tardes cerrarían la puerta y solo abrirían si era una urgencia o si el solicitante venía con buenas intenciones. Eso pensó del atracador la mujer de la limpieza, que acabó abriéndole la puerta, pero se equivocaba. En cuanto el hombre entró, se unieron a él otras tres personas, que fueron directos a la caja registradora. La empleada que la vigilaba se llevó una tremenda paliza, puñetazos y palos incluidos. También la amenazaron con clavarle un cuchillo directamente en el abdomen.;Sucesos
Una mujer muere en el incendio de su casa en Sant Joan de Vilatorrada;https://www.lavanguardia.com/sucesos/20201214/6119741/mujer-muere-incendio-casa-sant-joan-vilatorrada.html;14/12/2020;Una mujer de edad avanzada ha fallecido y otras tres personas, entre ellas una menor, han resultado heridas, aunque ninguna grave, en el incendio de su casa en Sant Joan de Vilatorrada (Barcelona). Según han informado los Bomberos, el incendio se ha originado, por motivos que se investigan, a las 11.18 horas de la mañana en la casa, de dos plantas, situada en la calle del Carme de Sant Joan de Vilatorrada, donde ha afectado a unos diez metros cuadrados del primer piso.;Sucesos
La Guardia Civil localiza el cadáver de un varón de 77 años en aguas del Port Olímpic de Barcelona;https://www.lavanguardia.com/sucesos/20201203/49859026787/varon-hombre-cadaver-port-olimpic-barcelona-guardia-civil.html;03/12/2020;El Servicio Marítimo de laGuardia Civilha localizado elcadáver de un varónde 77 años enaguas del Port Olímpicde Barcelona. El cuerpo, según informa el instituto armado se encontraba cerca de la bocana de este punto de amarres. Por el momento,no han trascendido las razonesdel suceso. El avistamiento del cuerpo se produjo en torno a las 14.00 horas cuando un testigo comunicó que había observado la presencia de un cadáver enganchado en una rocas situadas en la barcelonesa playa del Somorrostro.;Sucesos
Desmantelan una banda que traficaba con animales exóticos en Barcelona;https://www.lavanguardia.com/sucesos/20201202/49847475485/banda-organizada-trafico-animales-exoticos-barcelona-video-seo-ext.html;02/12/2020;LaGuardia Civilha detenido a tres personas que pertenecían a unaorganización criminalque se dedicaba altráfico de especies protegidasen una finca deSant Vicenç de Montalt. La organización traficaba contortugas, cocodrilos, serpientes, camaleones y especies invasoras. La organización tenía instalaciones apropiadas para tener a estos animales con temperaturas adecuadas y dotada de diferentes terrarios, focos de luz y ungran congelador con pollosdentro para alimentar a las especies exóticas. El objetivo de esta red eraimportar especies exóticas a España y venderlos a particulares.;Sucesos
Denuncian a una familia que burló el confinamiento y acabó atrapada por la nieve;https://www.lavanguardia.com/sucesos/20201130/49819520837/denuncian-familia-burlo-confinamiento-acabo-atrapada-nieve.html;30/11/2020;LosMossos d’Esquadrahan denunciado a los tres adultos de una familia que el pasado sábado se saltó el confinamiento municipal, con otros dos menores a bordo, y tuvieron que ser rescatados por los Bomberos tras quedar su coche atrapado por la nieve en una carretera en elColl de Pal. Según han informado este lunes los Bomberos y los Mossos, los hechos ocurrieron el pasado sábado, cuando hacia las 10.30 horas de la mañana los equipos de emergencia recibieron el aviso de que un vehículo con cinco personas a bordo había quedado atrapado por la nieve en el kilómetro 21 de la BV-4024, en el Coll de Pal, cerca de Bagà (Barcelona).;Sucesos
Juicio a una joven por manipular a un amigo para que matara a su padre;https://www.lavanguardia.com/sucesos/20220922/8538881/juicio-joven-manipular-amigo-matara-padre.html;22/09/2022;Ismael Molina, de 20 años, mató a su padre de varias cuchilladas aprovechando que este dormía y luego prendió fuego al domicilio para enmascarar las pruebas. Ocurrió el 8 de junio del 2019 en Vilanova i la Geltrú. Él mismo confesó el crimen al cabo de pocas horas, pero la investigación arrojó que en rea­lidad Ismael no era consciente de lo que hacía. Él era solo un títere en manos de su amiga Alba, que lo había manipulado y le había lavado el cerebro de tal manera que lo incitó a cometer el crimen para robarle el dinero al padre del joven. Esta es la tesis que sos­tiene la Fiscalía en el juicio que empieza el próximo martes por un macabro caso, inédito en la historia criminal de Catalunya: un crimen por inducción en el que se comete un asesinato a través de una persona a la que han manipulado mentalmente.;Sucesos
Muere una mujer al incendiarse un edificio en Castellví de la Marca;https://www.lavanguardia.com/sucesos/20201127/49743249040/muere-mujer-incendio-castellvi-de-la-marca.html;27/11/2020;Una mujer ha muerto y otras cinco personas han resultado heridas leves en el incendio de un bloque de pisos enCastellví de la Marca(Barcelona), donde un vecino ha tenido que ser rescatado en autoescalera de la azotea, donde se había refugiado de las llamas. Según han informado los Bomberos de la Generalitat, el incendio se ha iniciado por motivos que se investigan poco después de las 12.00 horas en un piso de la tercera planta del número 12 de la calle Quatre Cantons de Castellví de la Marca, un bloque con planta baja y tres pisos de altura, con cuatro viviendas por rellano.;Sucesos
El pistolero de Canovelles intentó matar a otro tirador, pero su arma falló;https://www.lavanguardia.com/sucesos/20230428/8928214/pistolero-canovelles-intento-matar-tirador-arma-fallo.html;28/04/2023;El pistolero de Canovelles, Roger López,que el pasado 9 de abril asesinó al responsable de un club de tiro, también disparó contra otro usuario del mismo centro, pero la pistola no funcionó. Así consta en el sumario judicial al que ha tenido accesoLa Vanguardia. Iván A. había estado disparando en una cabina de tiro cercana a la del asesino. Acabó antes y se marchó al bar. Cuando ya había pedido una cerveza, se percató de que había olvidado las gafas en la galería de tiro. Al volver, se encontró al responsable del club, Jordi A., desangrándose en el suelo tras haber recibido cinco disparos. Frente a él estaba Roger López, exmilitar, empuñando un revólver que había tomado prestado del club. “Me han matado, me han disparado”, pudo balbucear la víctima antes de morir. Iván fue tras el asesino hasta que este se dio media vuelta. Iván resbaló. Desde el suelo vio como el joven le apuntó con una pistola, apretó el gatillo, pero la bala no salió. El hombre huyó corriendo y se refugió en el baño. En un primer momento, los investigadores pensaron que el arma no tenía munición, perocuando Roger López fue detenido en Murcia le fue intervenida una pistola Daewo de 9 milímetros que tenía una bala en la recámara con lo que la opción más probable es que, por fortuna, el arma se encasquilló. Un juzgado de Granollers que esta semana ratificó la prisión provisional para el detenido le imputa un delito de asesinato, cinco secuestros y también un intento de asesinato, como avanzó ayer el diarioEl País.;Sucesos
Mossos y Policía Nacional desmantelan un grupo especializado en robar empresas y domicilios;https://www.lavanguardia.com/sucesos/20220913/8521404/mossos-policia-nacional-desmantelan-grupo-especializado-robar-empresas-domicilios.html;13/09/2022;Mosso d’Escuadra de División de Investigación Criminal (DIC) de las regiones metropolitana sur y central, conjuntamente con la Brigada Local de Policía Judicial de la Policía Nacional de Sant Adrià del Besòs, desarticularon un grupo criminal dedicado a los delitos contra el patrimonio, tanto en domicilios como en empresas. Durante la investigación se han podido detener a tres hombres por su pertenencia a grupo criminal, presuntamente autores de varios robos con fuerza en empresas y domicilios. La investigación se inició en marzo de este año cuando, por un lado, agentes de la Policía Nacional detuvieron a una persona, lo que permitió conocer cuatro robos con fuerza en empresas y, por otra parte, los Mossos d'Esquadra identificaron a una serie de personas como presuntos autores de varios robos con fuerza.;Sucesos
Preocupación en Interior por la mortalidad de motoristas;https://www.lavanguardia.com/sucesos/20210614/7527042/mortalidad-motoristas-accidentes-cataluna-datos.html;14/06/2021;Cinco personas han fallecido este fin de semana en las carreteras catalanas. Otras dos han quedado heridas de gravedad y siete más, leves. Tres de los cinco muertos eran motoristas. Las trágicas cifras han convertido el fin de semana en uno de los más luctuosos de los últimos meses y ha encendido todas las alarmas. La primera en el Departament d’Interior, donde su titular, Joan Ignasi Elena, lamentaba las cifras y confirmaba por redes sociales que estas “nos sitúan de nuevo en niveles del 2019” en cuanto a víctimas de accidentes de tráfico. Y es que con las de ayer, ya son 54 las personas que han muerto en lo que va de año en accidentes de tráfico en la red viaria interurbana de Catalunya. De estas, una veintena eran motoristas, uno de los colectivos vulnerables, que representa el 34% del total de muertes y que en estos primeros seis meses de año ha duplicado el número de víctimas en comparación con el mismo periodo del año pasado.;Sucesos
Cae en Tarragona una banda que traficaba con armas para atracadores;https://www.lavanguardia.com/sucesos/20200601/481540851585/banda-trafico-armas-catalunya-tarragona-guardia-civil-mossos.html;01/06/2020;La última investigación policial de los Mossos d’Esquadra y la Guardia Civil en Tarragona con ramificaciones en Andalucía evidencialas cifras que mueve el crimen organizado, en esta ocasión vinculado con eltráfico de armas y de drogas. También ha puesto de relieve que algunos delincuentes con intenso historial regresan a la primera línea pese a la acumulación de condenas. La organización desarticulada por elservicio de informaciónde la Guardia Civil y el área de investigación criminal de los Mossos d’Esquadra de Tarragona estaba presuntamente liderada porDavid Barba, aliasChucho, un histórico delincuente de l’Hospitalet y afincado en Sitges que en los años noventa actuaba en Barcelona y queprotagonizó junto a sus compinchesinnumerables crónicas tras ser arrestado en una operación cuando trataban de introducir en Barcelona a través del un contenedor del puerto un importantísimo cargamento de cocaína.;Sucesos
Golpe policial a la trata de mujeres chinas gracias a la denuncia de un compatriota asiático;https://www.lavanguardia.com/sucesos/20220118/7994674/golpe-policial-trata-mujeres-chinas-gracias-denuncia-compatriota-asiatico.html;18/01/2022;Una denuncia anónima ante la Policía Nacional de un ciudadano chino fue el origen de la desarticulación de una organización criminal dedicada a la explotación sexual y el favorecimiento de la inmigración irregular de ciudadanos de su misma nacionalidad asentados en España. El golpe policial se ha saldado con 63 detenidos —aunque de momento solo dos han ingresado en prisión provisional— en Zaragoza, Bilbao y Madrid. En la cúspide del entramado criminal perfectamente jerarquizado se encontraba una ciudadana china que ya había sido detenida años atrás por los mismos motivos en Catalunya. Desde lo más alto de la pirámide la organización se dividía en dos ramas que estaban diferenciadas pero coordinadas entre sí, pues bien a todos les unían actividades ilícitas pasadas.;Sucesos
Dos detenidos por robar en tiendas de móviles simulando llevar una pistola;https://www.lavanguardia.com/sucesos/20201025/4939708/dos-detenidos-robar-tiendas-moviles-simulando-llevar-pistola-barcelona-tarragona-video-seo-ext.html;25/10/2020;Dos hombresde nacionalidad rumana han sidodetenidospor presuntamenterobar en cinco tiendas de móvilesde Catalunya en quince días. Los arrestados habrían realizado los atracossimulando llevar una pistolaen el bolsillo para intimidar a los dependientes de los comercios. Según han informado los Mossos d’Esquadra, la cadena de robos se inició a principios de octubre en una tienda deSant Boi de Llobregat(Barcelona), de la que se llevaron varios teléfonos.En los días siguientes, los detenidos repitieron en otro establecimiento de Sant Boi, además de tiendas enCastelldefels y la Llagosta-también en la provincia de Barcelona- y una enTorredembarra(Tarragona).;Sucesos
Las policías baten el récord de detenidos en julio en Barcelona;https://www.lavanguardia.com/sucesos/20220827/8486426/policias-baten-record-detenidos-julio-barcelona.html;27/08/2022;Los más agoreros, entre los que se puede incluir a la periodista que firma estas líneas, pronosticamos que el verano sería especialmente complejo en materia de seguridad en la ciudad de Barcelona. Y no ha sido así. Es más, las estadísticas de julio constatan que el conjunto de las fuerzas policiales que trabajan en la capital, con la ayuda inestimable y cada vez más importante de la seguridad privada, han contenido las cifras e incluso han logrado descensos muy significativos si se comparan con julio del 2019 en delitos como los hurtos o los robos con violencia en la vía pública. Los buenos resultados, sin perder de vista que se comparan con un 2019 que está considerado como uno de los años más terribles en materia de inseguridad en Barcelona, son el resultado, asegura la comisaría responsable de los Mossos d’Esquadra en la capital, Marta Fernández, de un “trabajo planificado que ya se puede llamar como el método de Barcelona, porque estamos hablando de un escenario muy particular, con problemáticas muy características que nos ha obligado a reinventarnos. Pero nada es casual”.;Sucesos
"La víctima de una agresión homófoba en Barcelona: ""Nunca pensé que me pegarían por ser gay""";https://www.lavanguardia.com/sucesos/20210531/7495206/joven-victima-agresion-homofoba-multiple-barcelona-nunca-pense-esto-podia-pasar-hecho-gay.html;31/05/2021;"Un hombre joven ha sido operado este domingo en Barcelona tras quedar herido anoche por una agresión homófoba múltiple en la playa, en la que otros tres hombres quedaron contusionados. ""De repente llegó un grupo de cinco chicos cuando empezaron con insultos, empezaron a escupirnos y luego pues, como ya sabemos todos, pues a pegarnos…"" relataba uno de los agredidos en una entrevista la mañana de este lunes en 'el matí de Catalunya Radio'.";Sucesos
La esposa de Mainat le denunció dos veces por coacciones y lesiones tras el intento de asesinato;https://www.lavanguardia.com/sucesos/20201005/483868456792/mainat-dobrowolski-denuncias-coacciones-lesiones.html;05/10/2020;La esposadel productor de televisiónJosep Maria Mainat, Angela Dobrowolski, ha presentadodos denunciascontra Mainat, por presuntascoacciones y lesiones, ambas después de que el productor sufriera un supuestointento de asesinato, del que la mujer es sospechosa. Las dos causas están abiertas, en fase de investigación y en manos de un juzgado de Barcelona especializado en violencia sobre la mujer, ha informado el Tribunal Superior de Justicia de Catalunya (TSJC).;Sucesos
Al menos 22 personas mueren en un accidente de un avión militar en Ucrania;https://www.lavanguardia.com/sucesos/20200926/483672263242/accidente-avion-militar-ucrania.html;26/09/2020;Al menos 22 personasfallecieronen unaccidentede unaviónmilitarenUcraniatras estrellarse un Antonov An-26 cerca del aeropuerto militar de la ciudad de Chugúyev, en la región de Járkov, en el noreste del país. Según informó hoy la Presidencia ucraniana en un comunicado, en el accidente, que se produjo el viernes por la noche durante una maniobra de aterrizaje, resultaron además heridas dos personas.;Sucesos
Una quincena de contenedores y dos coches quemados en la Diada;https://www.lavanguardia.com/sucesos/20200912/483434190435/diada-cataluna-contenedores-coches-quemados-detenidos.html;12/09/2020;Doscochesy una quincena decontenedoresse han quemado durante la noche y madrugada pasada enCatalunya, coincidiendo con laDiada, según han informado los Bomberos de la Generalitat. Las incidencias se han concentrado a lo largo de 10 horas –entre las 21:13 horas y las 05:58 horas– en varias poblaciones como Barcelona, Sant Adrià de Besòs, Campdevànol, Sabadell, Tortosa, L’Escala, Sant Cugat del Vallès, Reus y Tarragona. Sin heridos, en la práctica totalidad de los casos ha sido suficiente la presencia de una dotación de Bomberos para apagar los contenedores de basura. El par de vehículos calcinados –de forma intencionada– fueron en Palafrugell (Girona) y L’Hospitalet de l’Infant (Baix Camp).;Sucesos
El pistolero de Tarragona tenía licencia para seis armas;https://www.lavanguardia.com/sucesos/20211216/7932668/pistolero-tarragona-tenia-licencia-seis-armas.html;16/12/2021;Marin Eugen Sabau, el vigilante de seguridad privada que el martes quiso vengarse a tiros de los responsables de la empresa Securitas Seguridad en Tarragona que le habían despedido, permanecía ayer ingresado en la uci del hospital de Bellvitge. Su estado había empeorado a crítico, mientras que los cuatro heridos de bala que dejó en su camino empujado por la ira y la violencia, evolucionaban todos favorablemente. La División de Investigación Criminal de los Mossos d’Esquadra inició el mismo martes por la tarde, en cuanto el sospechoso fue neutralizado, la investigación sobre el porqué este ciudadano rumano de 45 años afincado hace más de una década en Catalunya se lió la manta a la cabeza y empezó a disparar. Y empezaron por confirmar ya el mismo martes que el individuo tenía un tipo de licencia que le permitía poseer hasta seis armas de fuego, y que tenía cinco dadas de alta. Concretamente tres pistolas de 9 milímetros, una de 22 milímetros y un rifle 308 Wintencher. Las armas que utilizaba en el club de tiro deportivo del barrio de Sant Salvador, en Tarragona, del que era socio hacía más de 15 años y en el que practicaba puntería con la modalidad también de objetivos en movimiento.;Sucesos
El jurado popular declara culpables a los dos acusados por el crimen de Baró de Viver;https://www.lavanguardia.com/sucesos/20210421/6989488/jurado-popular-declara-culpables-dos-acusados-crimen-baro-viver.html;21/04/2021;El jurado popular ha declarado culpables al hombre y la mujer acusados de matar a tiros en plena calle del barrio de Baró de Viver, en Barcelona a un hombre a raíz de enemistades entre familias. El Tribunal Superior de Justícia de Catalunya (TSJC) ha informado este miércoles que los nueve miembros del tribunal han tomado su veredicto por unanimidad, con nueve votos a favor y ninguno en contra.;Sucesos
Arranca el juicio contra el asesino de la niña Laia;https://www.lavanguardia.com/sucesos/20210412/6644425/juicio-crimen-laia-nina-vilanova-prision-permanente.html;12/04/2021;"Un jurado popular juzga este lunes uno de los crímenes más escabrosos y crueles que se han cometido en Catalunya en los últimos años. En el banquillo de los acusados se sienta Juan Francisco López Ortiz, español de 46 años, que el 4 de junio de 2018 acabó con la vida de Laia, de tan solo 13 años. Él mismo confesó el crimen poco después de los hechos. La tarde los hechos, la menor estaba en casa de sus abuelos cuando su padre la fue a recoger y la esperaba en la calle frente al portal. Mientas Laia bajaba sola las escaleras fue interceptada por el acusado, que era el  vecino del primer piso. La introdujo por la fuerza en su domicilio, la violó, la asfixió con una correa de perro y le asestó múltiples puñaladas y golpes hasta matarla. “Fue un asesinato salvaje y brutal”, ha dicho la fiscal María José del Río en la primera sesión del juicio. ""Nos estremece a todos, también a quienes nos dedicamos a esto"", ha agregado. El fiscal y la familia de la niña, que ejercen la acusación particular, piden para el acusado prisión permanente revisable y una indemnización de 450.000 euros por los delitos de asesinato con alevosía y enseñamiento en contexto con delito contra la libertad sexual y por agresión sexual. El fiscal considera que López Ortiz le causó a Laia “el mayor sufrimiento posible” y “no tuvo ninguna capacidad de defenderse”. La menor había sido adoptada en China por sus padres. Los Mossos hallaron en el ordenador del acusado vídeos de chicas asiáticas.";Sucesos
Mueren cuatro personas, dos menores, en el incendio de un local ocupado en Barcelona;https://www.lavanguardia.com/sucesos/20211130/7897985/cuatro-muertos-menores-incendio-plaza-tetuan-barcelona.html;30/11/2021;Un incendio de madrugada en un local ocupado ha acabado con la vida de una familia que vivía en su interior en la plaza Tetuan de Barcelona. Dos adultos, un bebé y un niño de 3 años han perdido la vida. El fuego se ha declarado sobre las 5:50 h de la madrugada en una antigua sucursal bancaria que servía de vivienda para varias familias. Otras cuatro personas que se habían refugiado en un patio interior situado en el sótano han podido ser rescatadas con vida por los bomberos. Los fallecidos quedaron atrapados en la planta baja.  Cuando llegaron los bomberos el incendio estaba muy avanzado y las llamas era muy virulentas alentadas por el material combustible que hallaba a su paso. “Mi mujer ha olido a quemado. Estaban los ocupas gritando desde el interior. Ha sido muy traumático”, ha relatado Miquel, un vecino de la finca.;Sucesos
El derecho a desaparecer sin avisar;https://www.lavanguardia.com/sucesos/20211126/7890931/derecho-desaparecer-avisar-vadym.html;26/11/2021;"Aunque resulte complicado de entender, de asimilar, incluso de gestionar emocionalmente, hay personas que en su sano juicio deciden desaparecer y ni desean ser encontrados, ni contar a su entorno los detalles de su decisión. Y eso es lo que parece que ha sucedido con Vadym Shcherbatiuk cuyo entorno, su pareja, pero especialmente su grupo de amigos de Barcelona, denunciaron su desaparición el pasado 5 de septiembre después de que el hombre no subiera al avión que debía llevarlo a Kiev para celebrar allí el cumpleaños de su madre. Hasta mediados de este mes que los Mossos d'Esquadra mostraron a la pareja y a los padres del hombre unas imágenes de Vadym en el aeropuerto de Barcelona, en compañía de otras tres personas, subiendo con absoluta normalidad a un avión, los amigos movieron cielo y tierra para dar con su paradero. Pero hicieron algo más. Acudieron a los medios de comunicación, como por ejemplo La Vanguardia, para denunciar no solo el caso, sino para incidir en que los Mossos no solo no estaban haciendo bien su trabajo, sino que no les informaban, carecían de medios para buscarle, y lo más grave, aseguraban que habían detectado falta de empatía en los investigadores porque la víctima era ""homosexual y extranjero"".";Sucesos
