Título;Enlace;Fecha;Primeros_Párrafos;Topic
Els Mossos sospiten que el 10% de les deixalleries col·laboren amb els lladres de coure;https://www.ara.cat/societat/successos/mossos-sospiten-10-deixalleries-col-laboren-lladres-coure_1_5037882.html;23/05/2024;"BarcelonaEls Mossos d'Esquadra tenen identificades unes 300 empreses, la majoria legals i amb totes les llicències en ordre, que es dediquen a la gestió dels residus vinculats al ferro i al coure. La gran majoria, en paraules del comissari de la policia Rafel Comas, són ""serioses i col·laborades"". Ara bé, hi ha un 10% d'aquestes deixalleries (una trentena) que els Mossos sospiten que estan aliades amb els lladres de coure i compren el metall que s'extreu il·legalment de les vies del tren (com va passarel diumenge d'eleccions a Montcada Bifurcació) o d'altres infraestructures i propietats. Són empreses que ""obstaculitzen"" la tasca policial, no entreguen els registres de tot el coure que compren (sobre el paper, s'han d'enviar cada setmana) o no es deixen fer inspeccions. ""Tenim un problema amb aquest 10% d'empreses"", ha reconegut el comissari Comas. De la mateixa manera que és clau enxampar les bandes que roben coure, ho és tant o més atrapar les empreses que el reben, el tracten i el col·loquen, normalment, a l'estranger. Aquest any els Mossos ja han fet 172 inspeccions (més d'una al dia) i el 17% han acabat en sancions. Unes multes, però, que són econòmiques i no passen dels 600 euros. Per això, Comas ha advocat per impulsar mesures legislatives que penalitzin més els lladres, ja que ara un robatori de coure es considera un furt, i que també castiguin més les empreses que els segueixen el joc.";Successos
Detenen l'exparella de la noia que van trobar assassinada en una carretera a Esparreguera;https://www.ara.cat/societat/successos/detenen-l-exparella-jove-trobar-assassinada-carretera-esparreguera_1_5036714.html;22/05/2024;BarcelonaEls Mossos d'Esquadra han detingut l'exparellade la dona de 29 anysel cos de la qual va aparèixer diumenge al vespre en una carretera a Esparreguera (Baix Llobregat). La policia havia obert una investigació per aclarir les circumstàncies de la mort d'aquesta noia que, inicialment, semblava que havia patit un accident de trànsit. Poc després, agents de la Divisió d’Investigació Criminal (DIC) de la Regió Policial Metropolitana Sud van descartar aquesta hipòtesi perquè el cadàver presentava ferides compatibles amb un apunyalament. El jutjat d’instrucció número 3 de Martorell es va ocupar de l’aixecament del cadàver i el cas està sota secret de sumari. Tot i que no es tenen gaires detalls de la identitat de la víctima, fonts coneixedores del cas han concretat que la dona va néixer a Òdena (Anoia), tot i que ja no hi vivia. L'ajuntament d'aquesta localitat ha expressat el condol i ha convocat un minut de silenci dijous a les 19 hores davant del consistori. També ha decretat dos dies de dol oficial (22 i 23 de maig), les banderes de l'edifici consistorial onejaran a mig pal en senyal de dol i s'han activat els serveis d'atenció a la família i entorn.;Successos
Investiguen l'apunyalament mortal d'una dona de 29 anys que han trobat en una carretera a Esparreguera;https://www.ara.cat/societat/successos/investiguen-mort-violenta-d-dona-carretera-esparreguera_1_5035121.html;20/05/2024;BarcelonaEls Mossos d'Esquadra han obert una investigació per aclarir les circumstàncies de la mort violenta d'una dona de 29 anys trobada en una carretera d'Esparreguera. Diumenge al vespre, cap a les 20.45 hores, la policia catalana va rebre l'avís que hi havia una persona ferida en el que aparentment semblava un accident de trànsit. Poc després, agents de la Divisió d’Investigació Criminal (DIC) de la Regió Policial Metropolitana Sud van descartar que es tractés d'un accident de trànsit perquè el cos presentava ferides compatibles amb una arma blanca, i ara investiguen el cas com a crim per apunyalament. S'ha decretat el secret de sumari. Segons informen fonts coneixedores a l'ARA, una persona va trobar la dona estesa a la carretera i va trucar a la policia local alertant d'un possible atropellament. El mateix testimoni va informar la policia que, instants abans de trobar la noia, va veure un cotxe marxant molt de pressa del lloc dels fets. El Sistema d'Emergències Mèdiques (SEM) va activar un equip de sanitaris que es va desplaçar per intentar reanimar la víctima, si bé no van poder fer res per salvar-la. Mentre l'atenien, es van adonar que la dona ja era morta i que presentava ferides compatibles amb una arma blanca. Tot i que no es tenen gaires detalls de la identitat de la víctima, fonts coneixedores del cas han concretat que la dona va néixer a Òdena (Anoia), tot i que no hi vivia al municipi.;Successos
Localitzen un cadàver a Osona i investiguen si és de la dona desapareguda a Vic;https://www.ara.cat/societat/successos/localitzat-cadaver-osona-investiguen-dona-desapareguda-vic_1_5033256.html;18/05/2024;BarcelonaEls Mossos d'Esquadra van localitzar aquest divendres el cadàver d'una persona al terme municipal de Sant Martí de Centelles, a la comarca d'Osona, i estan investigant si és el cos sense vida de la Rachida,la dona d'uns 50 anys que va desaparèixer fa un mes a Vic. Més que una desaparició, però, la policia catalana ho investiga com un homicidi, i el seu marit es troba en presó preventiva des de dimecres com a presumpte autor d'un crim que encara no tenia cadàver. Encara no està clar que el cos localitzat aquest divendres, una informació avançada perEl Casoi confirmada per aquest diari, sigui el de la Rachida, ja que les fonts consultades no aclareixen si és d'un home o una dona i en quin punt exacte l'han trobat. Sigui com sigui, les mateixes fonts sí que precisen que s'està investigant si és el cadàver de la desapareguda. Aquest extrem el confirmaran o el desmentiran les proves forenses i d'ADN.;Successos
Aquests són els cinc objectes més robats a Barcelona;https://www.ara.cat/societat/successos/aquest-top-5-d-elements-mes-robats-barcelona_1_5031517.html;16/05/2024;BarcelonaLa llista d'elements més robats a Barcelona l'encapçalen quatre objectes i un tipus de negoci concret, segons les dades de la Guàrdia Urbana de l'any 2023. La primera posició d'aquest top 5 no és difícil d'endevinar: els mòbils. La segona posició l'ocupen les carteres, i l'intendent de la Guàrdia Urbana Juan Guzmán, cap de la unitat d'investigació, avisa que, si bé ara l'efectiu va a la baixa, els turistes en continuen portant bastant a sobre. La tercera posició l'ocupen les bosses de mà i les motxilles, i la quarta ja no l'ocupa un objecte, sinó els comerços de roba i comestibles. Aquest rànquing el tanca un valor a l'alça: els rellotges. Aquests cinc elements són també els preferits dels lladres multireincidents i, de fet, Guzmán ha donat aquestes dades precisament en la comissió de l'Ajuntament de Barcelona que analitzael fenomen de la multireincidència. L'any passat 526 persones van cometre fins a 6.169 delictes (la majoria furts i robatoris) a Barcelona. Surt a una mitjana de gairebé 12 delictes per persones. Els Mossos d'Esquadra prefereixen anomenar-los multidetinguts abans que multireincidents, i els qualifiquen així si compleixen una sèrie de condicionants com el nombre de delictes o el temps que ha passat entre l'un i l'altre. Ara mateix, per exemple, hi ha 102 persones a Barcelona que compleixen aquests paràmetres, i el balanç del març passat va ser de 174, tal com ha explicat en la mateixa comissió la intendenta dels Mossos Sònia Rius, coordinadora d'investigació a Barcelona.;Successos
Investiguen si l'home assassinat a trets al Fòrum és un narcotraficant turc;https://www.ara.cat/societat/successos/investiguen-l-home-assassinat-trets-forum-narcotraficant-turc_1_5020557.html;06/05/2024;BarcelonaEren les cinc de la tarda de dissabte i l'encreuament entre la rambla Prim i el carrer Llull, a tocar del Fòrum de Barcelona, estava molt concorregut. Tot va passar a tocar d'una boca de metro i a pocs metres d'on s'estava celebrant la Fira d'Abril, al Parc del Fòrum. De cop, es van sentir trets i un home va quedar estès a terra, tacant de sang bona part de la vorera. Caminava pel carrer quan el van atacar i la majoria de trets, almenys cinc, li van anar al cap. L'autor (o autors)d'aquest assassinat a plena llum del dia van fugir. Pelmodus operandi, els Mossos d’Esquadra van tenir clar des d’un principi que es tractava d'una execució per algun tipus de revenja que havien d'aclarir. D'entrada, van mirar a la Mina, molt a prop de l'escenari del crim, però la identitat de la víctima els va fer allunyar de qualsevol conflicte relacionat amb aquest barri. Era un home d'origen turc amb cap antecedent a Catalunya. Segons fonts consultades per l'ARA, en les darreres hores els Mossos estan investigant si aquest conflicte va molt més enllà de les fronteres de Barcelona i de Catalunya. La víctima es deia Tekin Kartal i estava presumptament vinculat amb el tràfic de drogues a Turquia. Això suposadament, perquè els investigadors de la policia catalana encara no han pogut confirmar del tot si darrere d'aquest nom hi ha una història de drogues i màfia, tal com asseguren diversos mitjans de comunicació turcs. Els Mossos han obert contactes amb la Interpol i amb diversos actors internacionals per confirmar aquesta possibilitat, que encara no està del tot clara. Necessiten comprovar els seus antecedents fora de Catalunya i també parlar amb les autoritats turques. En paral·lel, la policia està mirant de trobar l'autor (o autors) de l'execució i intentant saber què feia la víctima a Barcelona i qui el voldria mort.;Successos
La compravenda d'uns aparells electrònics, un dels detonants d'una baralla mortal al Montsià;https://www.ara.cat/societat/successos/compravenda-d-aparells-electronics-dels-detonants-d-baralla-mortal-montsia_1_5017224.html;03/05/2024;BarcelonaEl detall més petit pot acabar provocant, a vegades, el pitjor dels finals. L'últim crim comès a Catalunya n'és el millor exemple. Aquesta història comença a la Sénia l'1 de maig, Dia del Treballador, i acaba l'endemà a l’Hospital Joan XXIII de Tarragona, on un home de 38 anys va morir després de rebre un fort cop al cap. Tant ell com el presumpte agressor, un home de 39 anys, eren veïns de la Sénia, una localitat que no arriba als 6.000 habitants del Montsià. Eren bastant coneguts al poble i també per la policia, ja que tots dos tenien un llarg historial de drogodependències i no era el primer incident que protagonitzaven. Cap a les 19 hores de dimecres, un d'ells (el presumpte agressor) va anar a casa de la víctima. Allà, es van endinsar en una llarga discussió que va començar al domicili i va acabar al carrer, on van arribar a les mans. L'agressivitat va anar augmentant fins al punt que el suposat agressor va agafar un objecte contundent –vindria a ser un cilindre de ferro, una clau anglesa o un objecte similar, segons fonts properes a la investigació– i va assestar-li un fort cop al cap a la víctima.;Successos
Avelino Palomino, el fals pediatre que va recórrer mig Catalunya i va acabar assassinat a València;https://www.ara.cat/societat/avelino-palomino-fals-pediatre-recorrer-mitja-catalunya-acabar-assassinat-valencia_130_5007798.html;13/05/2025;"Barcelona / GironaAmb 63 anys va entrar com a resident al CAP de Montilivi de Girona. La seva presència va causar estranyesa als treballadors del centre. Poques vegades, per no dir cap, es veu un metge en període de formació remunerada a punt de jubilar-se. Els metges interns residents (MIR) són joves. L'home, que havia presentat tota la documentació que se li demanava, va estar tres mesos i mig pujant cada dia en tren a Montilivi des de Barcelona, fins que d'un dia per l'altre va desaparèixer. Andrés Avelino Palomino Barrios va tenir una vida agitada. Una muntanya russa que va culminar amb el seu assassinat a València l'any 2012. Abans va ser acusat d'assassinats en sèrie a Perpinyà, d'ajudar persones en situació irregular a entrar a França i de ser un fals metge que recorria CAPs i hospitals de tot Espanya sense tenir la formació pertinent. En realitat, segons la investigació que va dur a terme un jutjat de Pozoblanco, Avelino Palomino tenia el títol de metge. En canvi, el que no tenia era el MIR aprovat, i això li impedia, per exemple, fer de pediatre en centres sanitaris, com va fer durant anys. Al llarg de la seva vida va falsificar documentació (tant la seva edat com títols) per poder exercir en diferents centres del sistema públic de salut. Palomino va estar col·legiat com a metge al Perú, el seu país d'origen –ell deia que havia fet de metge a l'exèrcit peruà–; també a França i Espanya, i com a mínim va estar col·legiat a Múrcia i Girona, després d'haver homologat a través del ministeri d'Educació el títol peruà.";Successos
"Netejar l'escenari d'un crim: ""Jo sé quina olor fa la mort""";https://www.ara.cat/societat/successos/netejar-l-escenari-d-crim-quina-olor-mort_130_5009511.html;27/04/2024;"BarcelonaNomés amb el simple gest d'obrir el pany, ja nota aquella pudor tan característica. Tant, que amb prou feines pot descriure-la i s'atreveix poc a comparar-la. Parla de la pudor de les clavegueres després d'un dia de pluja, o de carn podrida amb tocs metàl·lics. ""La gent no sap de què fa olor la mort. Jo sí"", comenta Jesús Rodríguez. Totalment protegit amb un EPI, s'endinsa a l'interior de la casa. Admet que com menys sap de la víctima, l'assassí i la família, millor; però que és inevitable mirar les fotografies o resseguir i reconstruir tot el que ha passat en aquell domicili. El bassal de sang al lavabo; el primer apunyalament. L'empremta de la mà al pany de la porta; l'intent d'escapatòria. I l'estora totalment tacada; l'última escena de l'escenari d'un crim. Ell serà l'encarregat de netejar-lo. Ho fotografia tot, cada detall. Després d'hores de neteja, tornarà a fer el mateix exercici per poder demostrar la feina feta. Tot el tèxtil, fora. Llençols, estores i cortines també. On va després? Normalment, es crema. Sempre, això sí, amb l'aval de la família. Rodríguez va repetint: ""El que paga mana"". Rubén Sánchez es dedica al mateix. I explica que la seva no és una feina estètica, de deixar-ho tot impol·lut com si no hagués passat res. La prioritat és fer desaparèixer qualsevol rastre de sang o restes biològiques per eliminar ""els gèrmens i els bacteris"". Sovint, no són visibles. Per això, si cal, aixequen parquet, o descargolen armaris encastats.";Successos
Latin Kings vs. Mara Salvatrucha: la batalla que va estar a punt d'esclatar a l'Hospitalet;https://www.ara.cat/societat/successos/latin-kings-vs-maras-batalla-punt-d-esclatar-l-hospitalet_1_5005694.html;23/04/2024;"Barcelona23 de febrer del 2024, l'Hospitalet de Llobregat. Un grup de Latin Kings i una banda de Mara Salvatrucha (MS-13), dues bandes d'origen llatinoamericà, comencen un dur enfrontament que acaba amb un membre dels primers, conegut com a Joshua, en un hospital proper per una ferida d'arma blanca. El detonant? Una lluita pel control del territori. És a dir, dominar certs carrers per poder introduir la seva droga. L'endemà, en les converses dels Latin Kings ja hi apareix una paraula:venjança. Ho escolten atentament els investigadors de la Guàrdia Civil que fa un any que els estan investigant i que els acabaran desarticulant un mes i mig després,tal com va explicar aquest divendres l'ARA. Els Supremas –així és com es coneixen els dos líders dels Latin Kings– demanen a l'encarregat de la facció del Barcelonès, conegut com el Pistolas, que organitzi la venjança. En les converses parlen d'armar-se, de posar fi a la vida dels Marai d'amputacions amb els seus matxets de mig metre. Fonts de la Guàrdia Civil parlen d'un ""pic de violència"" inaudit fins al moment, tot i que havien participat en una llarga llista de baralles que queden recollides en la investigació. ""Aquesta investigació ha evitat que hi hagi persones mortes o mutilades"", ha afirmat aquest dilluns en roda de premsa el general en cap de la Guàrdia Civil a Catalunya, Pedro Pizarro.";Successos
"Els tentacles dels Latin Kings a Catalunya: ""Moriràs pels teus germans si és necessari""";https://www.ara.cat/societat/successos/tentacles-dels-latin-kings-catalunya-moriras-pels-teus-germans-necessari_1_5003427.html;19/04/2024;"BarcelonaÉs molt difícil sortir dels Latin Kings un cop hi has entrat. Dit d'una altra manera, per sortir s'ha de patir. Ho demostra el cas d'A.C.P., conegut com a Toni, un dels membres de la banda. Per problemes de salut mental es va distanciar del grup. Elssupremas, els líders de l'organització, li van donar sis mesos de marge, però ja el van avisar: si no tornava, seria castigat. No volia tornar, però va acabar tornant per por. Els càstigs van des de rebre cops durant un mínim de 30 segons fins a la humiliació, per exemple, fent flexions fins a acabar exhaust. Tot davant dels altres membres del grup. Però sortir dels Latin Kings és molt més difícil que això i ho demostra la investigació de la Guàrdia Civil que ha desarticulat aquesta banda que tenia tentacles per tot Catalunya. La seva és una història de droga i, sobretot, d'agressions, la majoria de les quals, precisament, a exmembres de l'organització. La Guàrdia Civilva detenir la setmana passada 32 persones per formar part d'aquesta màfia. Finalment, 16 van passar a disposició judicial i tots han quedat en llibertat amb càrrecs. La resolució del jutge descriu l'estricte i jeràrquic funcionament d'aquesta banda i les diverses baralles i venjances en les quals haurien participat. Tot comença amb dos sobrenoms: Star, amb el rang de reina, i Trikimiki,el rei.Ells dos eren elssupremasde Reino Hispano, la facció catalana dels Latin Kings que començava a Rubí i acabava a Reus. A sota seu hi havia diverses faccions o ""capítols"", que també tenien els seus malnoms i els seus càrrecs. Inca, per exemple, era el rang del líder d'una facció. A Reus dominava el De la Ci al capítol de la Sagrada Família, que incloïa Barcelona i l'Hospitalet, el Pistolas. En canvi, a Granollers liderava el Hulk i a Rubí el Matatan. Tots plegats es trobaven a les ""360"", les reunions de la banda. 360 per què? Perquè s'asseien en forma de cercle i era al mig on tenien lloc les vexacions, agressions i humiliacions dels membres que volien abandonar el grup o havien comès algun error dintre de la màfia.";Successos
Un dels jutges que instrueix les causes contra l'independentisme rep un fals paquet bomba al seu despatx;https://www.ara.cat/societat/successos/dels-jutges-instrueix-causes-l-independentisme-rep-fals-paquet-bomba-despatx_1_5002333.html;18/04/2024;BarcelonaEl titular del jutjat d'instrucció número 1 de Barcelona, el jutge Joaquín Aguirre, va rebre dijous passat un fals paquet bomba que va ser detectat abans que arribés al seu despatx de la Ciutat de la Justícia, segons ha avançatEl Mundoi ha pogut confirmar l'ARA. A dins del paquet, d'una mida similar a una capsa de sabates, hi havia una estació meteorològica que simulava ser un temporitzador i just a sota hi havia un paquet més petit embolcallat, que a simple vista semblava la càrrega explosiva. La capsa estava recoberta amb un paper marró on hi havia escrita a mà la direcció de la Ciutat de la Justícia i que anava adreçat al titular del jutjat d'instrucció número 1 de Barcelona. Els Mossos d'Esquadra ja estan investigant qui hi ha darrere d'aquest enviament, que va aconseguir entrar a les dependències judicials, però va ser interceptat abans d'arribar al despatx d'Aguirre.;Successos
Alliberen una dona retinguda des de feia un mes en un pis a Santa Coloma de Farners;https://www.ara.cat/societat/successos/alliberen-dona-lligada-brides-retinguda-pis-santa-coloma-farners_1_5001617.html;18/04/2024;BarcelonaEls Mossos d'Esquadra van alliberar aquest dimecres una dona de 45 anys que estava retinguda i lligada amb brides en un pis de la Generalitat que està cedit a víctimes vulnerables amb un lloguer social baix a Santa Coloma de Farners, segons ha avançat SER Catalunya i ha confirmat a l'ARA la policia catalana. La presumpta captora, una altra dona de 34 anys a qui la víctima havia acollit feia més d'un any amb els seus quatre fills menors, va ser detinguda hores després. Un veí, que és policia local, va ser qui va donar l'alerta amb una trucada al 112 pels volts de dos quarts d'onze de la nit d'aquest dimecres, després de sentir els crits de la víctima demanant ajuda. Els primers que van entrar el pis van ser els Bombers, que es van despenjar per un celobert. Després, van esbotzar la porta i van trobar la dona estirada en un matalàs amb les mans lligades amb brides i els peus amb un mocador. Alliberada i atesa pel SEM, va explicar que portava almenys un mes lligada i que feia uns dies que no veia la dona amb qui compartia pis, que presumptament l'hauria retingut.;Successos
Una rectificació dels Mossos canvia el rumb de dues causes de víctimes de foam;https://www.ara.cat/societat/successos/rectificacio-dels-mossos-canvia-rumb-dues-causes-victimes-foam_1_4998677.html;16/04/2024;"BarcelonaSira, Roger, Olga i A.K.. Són els noms de dues noies i dos nois que durant les protestes postsentència van resultar ferits per l'impacte d'un element compatible amb una bala de foam. Cinc anys després, només l'Olga ha aconseguit ser reconeguda i indemnitzada com a víctima de foam. Són quatre casos que van passar en dues nits diferents i l'avenç d'una causa representa ara el gir de guió d'una altra. Han passat dos anys i la resposta dels Mossos d'Esquadra en el cas de la Sira ha fet un gir de 180 graus. ""Els agents que van participar en aquesta intervenció no van efectuar ni un sol tret"", assegurava la Brimo en un informe del 2021. Aquesta intervenció es remunta al 16 d'octubre de 2019 al passeig de Sant Joan de Barcelona, durant una manifestació davant de la conselleria d'Interior. La Sira estava cobrint la protesta com a fotoperiodista i assegura que va rebre (i així ho avala l'informe mèdic) l'impacte d'un projectil de foam a la cama. Aquesta resposta dels Mossos, negant la major, va servir als jutjats de Barcelona per arxivar la causa sense cridar cap testimoni. La seva defensa, pilotada per Irídia, ho va portar al Tribunal Constitucional i els va donar la raó: la investigació s'havia de reobrir. Això va requerir un nou informe dels Mossos, aquest cop de la Divisió d'Afers Interns (DAI), i la resposta és una rectificació: ""Es va haver de fer ús en diverses ocasions de projectils de foam"", conclou la DAI en un document del setembre de 2023.";Successos
Cinc menors assassinats pels seus pares en quatre mesos;https://www.ara.cat/societat/violencia-masclista/cinc-menors-assassinats-pels-pares-quatre-mesos_1_4994921.html;11/04/2024;Violències masclistesEn els últims quatre mesos, cinc menors d'edat han estat assassinats a Catalunya pels seus pares. L'últim cas ha sigut el de dosbessons de vuit anysa qui el pare va matar dimarts al vespre, juntament amb la mare, al seu domicili del Prat de Llobregat. L'home es va suïcidar després i la policia i la justícia investiguen el crim com un cas de violència masclista. De fet, els filicidis –la mort dels fills– i la violència vicària –la mort dels descendents per causar un patiment insuportable i per a tota la vida a l'altre progenitor, que acostuma a ser la mare– es consideren manifestacions extremes del masclisme, juntament amb els feminicidis. Les motivacions d'aquests homicidis són diverses i difícils de generalitzar, però l'augment de casos des de principi d'any preocupa els experts consultats per l'ARA i les institucions: enguany s'han comès un terç dels infanticidis de l'última dècada i la Generalitat ha anunciat la creació d'un gabinet d'expertes independents especialitzat en violència vicària. Des del 2015, tretze infants i adolescents han mort a mans dels seus progenitors, cinc dels quals aquest any. A més del doble crim al Prat, dimecres passat un home va ser detingut perassassinar el fill de cinc anys, l'Ayax, a Bellcaire d'Empordà i per intentar-ho amb la dona, que va sobreviure a l'atac. El gener passat dos infants van aparèixer morts a casa amb el seu pare intoxicats per monòxid de carboni, en un cas queencara no s'ha confirmatcom a violència vicària. “Estem veient un augment evident dels nivells més greus de violència vicària, que són els assassinats. Fa vint anys ja n'hi havia casos, però no se'n parlava. Ara hem posat nom a aquests crims i els hem incorporat dins la capsa de la violència masclista”, explica la psicòloga i experta en qüestions de gènere Gemma Altell.;Violència masclista
Troben una dona i el seu fill momificats en una casa de Roses sis anys després de la seva mort;https://www.ara.cat/societat/successos/troben-dona-fill-momificats-casa-roses-morir-pandemia_1_4994151.html;10/04/2024;Roses / BarcelonaEls Mossos d'Esquadra investiguen la troballa de dos cadàvers momificats en una casa a Santa Margarida, a Roses (Alt Empordà). Segons ha avançat la SER Catalunya i ha pogut confirmar l'ARA, els dos cossos encara no estan identificats, però tot apunta que són d'una mare i un fill, tots dos d'avançada edat. Pel temps que fa que ningú veia aquestes persones, haurien mort abans de la pandèmia. Tot i això, serà l'informe forense el que determini la data i la causa de la defunció. Segons les primeres exploracions, no sembla que hi hagi indicis de criminalitat. Els cadàvers es van trobar dimecres passat en un domicili que queda amagat dins d'una entrada de vianants pròxima a l'avinguda Illeta de Santa Margarida, molt a prop del pas de la carretera principal que porta al centre de Roses. És una casa als quatre vents, on hi ha poc moviment. La majoria d'edificis propers són pisos i cases unifamiliars que fan de segones residències i habitatges dormitori. Hi viuen molts turistes francesos. Fa una setmana una veïna va alertar la policia perquè semblava que la porta del domicili on s'han localitzat els cossos havia sigut forçada.;Successos
Un home mata presumptament la dona i els fills de vuit anys al Prat i se suïcida;https://www.ara.cat/societat/violencia-masclista/investiguen-mort-violenta-d-dona-fills-menors-suicidi-pare-prat-llobregat_1_4993618.html;10/04/2024;BarcelonaEls Mossos d'Esquadra investiguen l'assassinat d'una dona i els seus dos fills menors d'edat presumptament a mans del pare de les criatures al Prat de Llobregat (Baix Llobregat). La policia catalana va localitzar aquest dimarts al vespre els cadàvers d'una dona de 43 anys i els seus dos fills bessons de vuit anys, una nena i un nen, amb signes de violència al seu domicili, una casa unifamiliar al carrer Agramunt número 12 de la localitat metropolitana. El pare dels menors, de 42 anys, s'havia suïcidat hores abans a l'estació de tren del Prat, i es treballa amb la hipòtesi que es va llevar la vida després de matar la dona i els infants. Les primeres exploracions apunten que tots tres haurien mort per asfíxia, un extrem que ha de confirmar l'autòpsia. Segons fonts consultades per l'ARA, els Mossos van localitzar els tres cadàvers quan van acudir al domicili a comunicar la mort de l'home als seus familiars. Durant l'aixecament del cadàver del presumpte homicida es van trobar les claus d'un vehicle que estava a les proximitats de l'estació. A dins del cotxe hi havia una nota en què l'home demanava perdó. Encara no està clar, però, si en aquesta nota confessava el crim.;Successos
Segrestos i transports inhumans fins a Barcelona: els pakistanesos que traficaven amb els seus compatriotes;https://www.ara.cat/societat/successos/amuntegats-furgonetes-pisos-pakistanesos-traficaven-compatriotes_1_4991722.html;08/04/2024;BarcelonaSense menjar ni aigua. Tampoc tenien seients, ni cinturons ni cap finestra. Passaven gairebé 20 hores amuntegats al maleter d'una furgoneta amb la promesa de trobar una nova (i millor) vida a Catalunya. Era una furgoneta antiga i ronyosa on viatjaven una desena de persones. No tots podien estar asseguts alhora i mai podien sortir-ne, ni tan sols quan paraven a posar gasolina. I si havien d'orinar? Ho feien en ampolles de plàstic. Tots eren homes provinents de l'Índia i el Pakistan que havien pagat entre 10.000 i 12.000 euros per a un viatge inhumà. Els responsables del transport eren compatriotes seus que els havien convençut d'abandonar les seves regions i anar cap a Barcelona. Ara la Policia Nacional els ha enxampat: ha detingut set persones i ha alliberat disset víctimes d'aquesta xarxa de tràfic d'éssers humans. La banda tenia captadors en diverses regions del Pakistan que oferien el viatge fins a Espanya. La ruta era llarga i els investigadors, segons fonts consultades per l'ARA, només n'han pogut concretar una part. Saben que entraven a Europa per Turquia i després es desplaçaven fins a França o Itàlia. Allà els esperaven les furgonetes de la xarxa criminal i començava el viatge com a mínim amb dues destinacions: o Barcelona o Portugal. La xarxa gairebé mai repetia la ruta per si la policia la controlava.;Successos
A cops d'aixada i pala: l'historial d'agressions de l'assassí de la riera de Cambrils;https://www.ara.cat/societat/cops-d-aixada-pala-l-historial-d-agressions-l-assassi-riera-cambrils_1_4987697.html;07/04/2024;"BarcelonaGheorghe Joita va ser detingut el 15 de febrer a Saragossa com a presumpte assassí del seu veí i concunyat Ion Valentin.Els fets van passartres dies abans en un camí rural entre Cambrils i Vinyols i els Arcs, al Baix Camp. Joita va atropellar l’home i, quan estava estès a terra, va començar a pegar-li puntades de peu al cap. Quan els serveis d’emergència van arribar, Valentin estava viu i va apuntar a Joita com a responsable de l’atac. L'agressor, però, havia fugit. El seu concunyat va morir al cap d’uns minuts. Tot això va passar mentre Joita esperava un altre judici per agressions anteriors amb els veïns, que l'havien denunciat insistentment davant de la policia i els jutjats. ¿La mort de Valentin s'hauria pogut evitar si aquests avisos s'haguessin pres més seriosament i la justícia hagués anat més de pressa? Això es pregunten ara els veïns. El crim de Cambrils derivava d’una disputa per uns terrenys. No eren els únics problemes per aquest motiu que tenia aquest romanès de 54 anys amb els seus veïns. Joita està pendent d’un altre judici a Reus per dos delictes de lesions i un delicte lleu de lesions. El 3 d’abril del 2022 una de les famílies que viu al costat d’ell, a prop de la riera d’Alforja, estava celebrant un aniversari. Un home de 61 anys –han demanat mantenir l’anonimat per por a represàlies– estava passejant per la finca quan Joita va agredir-lo, sense ni tan sols dirigir-li cap paraula. Li va pegar un cop de puny i diverses puntades de peu fins que va poder escapar-se. Tres membres de la família van anar a recriminar-li els fets i l’agressor va pegar amb una aixada a una dona de 60 anys. Li va fer un trau a la part posterior del cap. La tercera agressió, en aquest cas amb una pala, va ser a un home de 58 anys. El cop li va impactar a la cara, li va provocar una fractura nasal i va fer que perdés la consciència durant una estona. Entre la resta de familiars van poder evitar que la cosa anés a més i van requisar l’aixada i la pala fins que van arribar els Mossos d’Esquadra. ""Va estar a punt de matar-lo"", rememora un d’ells.";Successos
Cau una xarxa que feia presentar denúncies falses de violència masclista a dones prostituïdes;https://www.ara.cat/societat/successos/cau-xarxa-feia-presentar-denuncies-falses-violencia-masclista-dones-prostituides_1_4989532.html;05/04/2024;"BarcelonaPer un cantó convencien dones prostituïdes perquè es fessin passar per víctimes de violència de gènere i per l'altre pactaven amb homes amb problemes econòmics o de drogoaddicció que fossin el cap de turc i acceptessin les conseqüències de les denúncies falses que presentaven les dones. Tot plegat per aconseguir permisos de residència i ajudes econòmiques. Segons ha avançat el diariEl Segrei han confirmat els Mossos d'Esquadra, aquest dijous a la tarda la policia catalana ha detingut a Lleida els responsables d'aquest entramat i les onze dones que haurien presentat denúncies falses per violència masclista. Els tres organitzadors eren una dona i un home de 38 i 39 anys, veïns de Lleida; i una tercera dona d'uns 60 anys era qui oferia a dones prostituïdes a Huelva la participació en l'engany. Els tres líders de la trama estan pendents de passar a disposició judicial en les pròximes hores, mentre que les onze dones acusades d'interposar denúncies falses han quedat en llibertat amb càrrecs.";Successos
