,mes,nom_mes,any,regio_policial,area_basica_policial,titol_codi_penal,tipus_de_fet,coneguts,resolts,detencions,id
236,12,desembre,2024,Ponent,Segrià,Dels delictes contra la seguretat col·lectiva,Incendi,3,0,1,192528
237,1,gener,2020,Central,Osona,De les falsedats,De la usurpació de l'estat civil,1,0,0,192649
238,1,gener,2020,Central,Osona,De les falsedats,Falsedats documentals,5,1,0,192650
239,1,gener,2020,Central,Osona,De les lesions,Lesions,17,16,1,192651
240,1,gener,2020,Central,Osona,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,12,13,3,192652
241,1,gener,2020,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,2,1,0,192653
242,1,gener,2020,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,60,7,1,192654
243,1,gener,2020,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,1,1,0,192655
244,1,gener,2020,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,92,4,0,192656
245,1,gener,2020,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,90,14,1,192657
246,1,gener,2020,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,9,9,0,192658
247,1,gener,2020,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,76,4,6,192659
248,1,gener,2020,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,27,2,0,192660
249,1,gener,2020,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,11,4,1,192661
250,1,gener,2020,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,6,2,0,192662
251,1,gener,2020,Central,Osona,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",1,0,0,192663
252,1,gener,2020,Central,Osona,Delictes contra l'Administració de justícia,Trencament de condemna,1,3,0,192664
253,1,gener,2020,Central,Osona,Delictes contra l'ordre públic,"Atemptat a autoritat, agents de l' autoritat i resistència i desobediència",2,1,0,192665
254,1,gener,2020,Central,Osona,Delictes contra l'ordre públic,Terrorisme,0,1,0,192666
255,1,gener,2020,Central,Osona,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,3,1,0,192667
256,1,gener,2020,Central,Osona,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Entrada a vivenda aliena,1,1,1,192668
257,1,gener,2020,Central,Osona,Delictes contra la llibertat,Amenaces,7,7,1,192669
258,1,gener,2020,Central,Osona,Delictes contra la llibertat,Coaccions,3,1,0,192670
259,1,gener,2020,Central,Osona,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,5,5,1,192671
260,1,gener,2020,Central,Osona,Delictes contra la seguretat viària,Conducció temerària,1,1,0,192672
261,1,gener,2020,Central,Osona,Delictes contra la seguretat viària,Conduir sense permís,16,14,0,192673
262,1,gener,2020,Central,Osona,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,11,11,0,192674
263,1,gener,2020,Central,Osona,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,2,2,0,192675
264,1,gener,2020,Central,Anoia,De l’omissió del deure d’auxili,Omissió del deure de socors,0,1,2,192676
265,1,gener,2020,Central,Anoia,De les falsedats,Falsedats documentals,3,3,0,192677
266,1,gener,2020,Central,Anoia,De les falsedats,Falsificació de moneda i efectes timbrats,0,1,0,192678
267,1,gener,2020,Central,Anoia,De les lesions,Lesions,18,16,3,192679
268,1,gener,2020,Central,Anoia,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,6,6,3,192680
269,1,gener,2020,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,3,2,0,192681
270,1,gener,2020,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,74,7,1,192682
271,1,gener,2020,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,1,1,0,192683
272,1,gener,2020,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,102,8,0,192684
273,1,gener,2020,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,99,8,2,192685
274,1,gener,2020,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,14,11,0,192686
275,1,gener,2020,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,63,10,8,192687
276,1,gener,2020,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,23,2,4,192688
277,1,gener,2020,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,6,8,1,192689
278,1,gener,2020,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,6,2,0,192690
279,1,gener,2020,Central,Anoia,Delictes contra l'Administració de justícia,Obstrucció a la justícia i deslleialtat professional,1,1,0,192691
280,1,gener,2020,Central,Anoia,Delictes contra l'Administració de justícia,Trencament de condemna,1,1,1,192692
281,1,gener,2020,Central,Anoia,Delictes contra l'Administració pública,Malversació,1,0,0,192693
282,1,gener,2020,Central,Anoia,Delictes contra l'ordre públic,"Atemptat a autoritat, agents de l' autoritat i resistència i desobediència",2,1,1,192694
283,1,gener,2020,Central,Anoia,Delictes contra l'ordre públic,Terrorisme,1,1,1,192695
284,1,gener,2020,Central,Anoia,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,2,0,0,192696
285,1,gener,2020,Central,Anoia,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Entrada a vivenda aliena,2,2,0,192697
286,1,gener,2020,Central,Anoia,Delictes contra la llibertat,Amenaces,16,13,2,192698
287,1,gener,2020,Central,Anoia,Delictes contra la llibertat,Coaccions,7,8,0,192699
288,1,gener,2020,Central,Anoia,Delictes contra la llibertat,Detenció il·legal,2,2,0,192700
289,1,gener,2020,Central,Anoia,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,7,7,2,192701
290,1,gener,2020,Central,Anoia,Delictes contra la seguretat viària,Conducció temerària,3,3,1,192702
291,1,gener,2020,Central,Anoia,Delictes contra la seguretat viària,Conduir sense permís,19,18,1,192703
292,1,gener,2020,Central,Anoia,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,10,10,0,192704
293,1,gener,2020,Central,Anoia,Delictes contra les relacions familiars,Contra els drets i deures familiars,3,2,0,192705
294,1,gener,2020,Central,Anoia,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,3,3,1,192706
295,1,gener,2020,Central,Bages,De l’homicidi i les seves formes,Homicidi Temptativa,1,0,0,192707
296,1,gener,2020,Central,Bages,De l’homicidi i les seves formes,Homicidi per imprudència,0,1,0,192708
297,1,gener,2020,Central,Bages,De les falsedats,De la usurpació de l'estat civil,1,0,0,192709
298,1,gener,2020,Central,Bages,De les falsedats,Falsedats documentals,3,1,0,192710
299,1,gener,2020,Central,Bages,De les lesions,Lesions,37,34,5,192711
300,1,gener,2020,Central,Bages,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,22,23,12,192712
301,1,gener,2020,Central,Bages,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,7,5,0,192713
302,1,gener,2020,Central,Bages,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,71,14,0,192714
303,1,gener,2020,Central,Bages,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,2,0,0,192715
304,1,gener,2020,Central,Bages,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,151,12,0,192716
305,1,gener,2020,Central,Bages,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,124,18,0,192717
306,1,gener,2020,Central,Bages,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,14,9,0,192718
307,1,gener,2020,Central,Bages,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,2,2,0,192719
308,1,gener,2020,Central,Bages,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,75,21,11,192720
309,1,gener,2020,Central,Bages,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,36,6,1,192721
310,1,gener,2020,Central,Bages,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,19,1,1,192722
311,1,gener,2020,Central,Bages,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,4,1,0,192723
312,1,gener,2020,Central,Bages,Delictes contra l'Administració de justícia,Trencament de condemna,11,11,5,192724
313,1,gener,2020,Central,Bages,Delictes contra l'ordre públic,"Atemptat a autoritat, agents de l' autoritat i resistència i desobediència",6,7,7,192725
314,1,gener,2020,Central,Bages,Delictes contra l’honor,Calúmnia,1,1,0,192726
315,1,gener,2020,Central,Bages,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,4,2,0,192727
316,1,gener,2020,Central,Bages,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Entrada a vivenda aliena,3,2,0,192728
317,1,gener,2020,Central,Bages,Delictes contra la llibertat,Amenaces,21,25,4,192729
318,1,gener,2020,Central,Bages,Delictes contra la llibertat,Coaccions,9,8,0,192730
319,1,gener,2020,Central,Bages,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,4,5,3,192731
320,1,gener,2020,Central,Bages,Delictes contra la seguretat viària,Conducció temerària,2,2,1,192732
321,1,gener,2020,Central,Bages,Delictes contra la seguretat viària,Conduir sense permís,16,17,1,192733
322,1,gener,2020,Central,Bages,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,15,16,0,192734
323,1,gener,2020,Central,Bages,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,1,1,0,192735
324,1,gener,2020,Central,Bages,Delictes contra les relacions familiars,Contra els drets i deures familiars,1,1,0,192736
325,1,gener,2020,Central,Bages,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,3,3,2,192737
326,1,gener,2020,Central,Solsonès,De les falsedats,Falsedats documentals,0,1,0,192738
327,1,gener,2020,Central,Solsonès,De les falsedats,Falsificació de moneda i efectes timbrats,1,0,0,192739
328,1,gener,2020,Central,Solsonès,De les lesions,Lesions,3,4,1,192740
329,1,gener,2020,Central,Solsonès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,1,0,0,192741
330,1,gener,2020,Central,Solsonès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,3,0,0,192742
331,1,gener,2020,Central,Solsonès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,10,2,0,192743
332,1,gener,2020,Central,Solsonès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,14,2,1,192744
333,1,gener,2020,Central,Solsonès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,9,1,0,192745
334,1,gener,2020,Central,Solsonès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,5,0,0,192746
335,1,gener,2020,Central,Solsonès,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",1,0,0,192747
336,1,gener,2020,Central,Solsonès,Delictes contra l'Administració de justícia,Trencament de condemna,1,1,0,192748
337,1,gener,2020,Central,Solsonès,Delictes contra la llibertat,Amenaces,2,2,0,192749
338,1,gener,2020,Central,Solsonès,Delictes contra la llibertat,Coaccions,4,2,0,192750
339,1,gener,2020,Central,Berguedà,De l’homicidi i les seves formes,Homicidi Temptativa,0,0,1,192751
340,1,gener,2020,Central,Berguedà,De les falsedats,Falsedats documentals,1,1,1,192752
341,1,gener,2020,Central,Berguedà,De les lesions,Lesions,2,3,2,192753
342,1,gener,2020,Central,Berguedà,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,2,2,2,192754
343,1,gener,2020,Central,Berguedà,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,2,1,0,192755
344,1,gener,2020,Central,Berguedà,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,8,1,1,192756
345,1,gener,2020,Central,Berguedà,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,26,3,0,192757
346,1,gener,2020,Central,Berguedà,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,19,5,0,192758
347,1,gener,2020,Central,Berguedà,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,1,1,0,192759
348,1,gener,2020,Central,Berguedà,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,1,2,0,192760
349,1,gener,2020,Central,Berguedà,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,11,1,0,192761
350,1,gener,2020,Central,Berguedà,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,4,1,0,192762
351,1,gener,2020,Central,Berguedà,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,1,0,0,192763
352,1,gener,2020,Central,Berguedà,Delictes contra la llibertat,Amenaces,3,3,2,192764
353,1,gener,2020,Central,Berguedà,Delictes contra la llibertat,Coaccions,1,1,0,192765
354,1,gener,2020,Central,Berguedà,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,0,1,0,192766
355,1,gener,2020,Central,Berguedà,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,0,1,0,192767
356,1,gener,2020,Central,Berguedà,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,1,1,1,192768
357,12,desembre,2024,Ponent,Segarra - Urgell,De les falsedats,Falsedats documentals,0,1,0,192769
358,1,gener,2020,Terres de l'Ebre,Baix Ebre,De les falsedats,De la usurpació de l'estat civil,3,1,0,192770
359,1,gener,2020,Terres de l'Ebre,Baix Ebre,De les lesions,Lesions,23,20,6,192771
360,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,1,1,0,192772
361,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,29,10,1,192773
362,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,63,8,1,192774
363,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,68,15,3,192775
364,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,5,2,0,192776
365,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,38,3,1,192777
366,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,8,0,0,192778
367,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,3,3,2,192779
368,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,1,1,0,192780
369,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra l'Administració de justícia,Trencament de condemna,4,4,2,192781
370,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra l'ordre públic,"Atemptat a autoritat, agents de l' autoritat i resistència i desobediència",2,2,2,192782
371,1,gener,2020,Terres de l'Ebre,Baix Ebre,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,4,4,0,192783
372,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra la llibertat,Amenaces,23,25,6,192784
373,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra la llibertat,Coaccions,3,3,0,192785
374,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,2,3,1,192786
375,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra la llibertat i la indemnitat sexuals,Exhibicionisme i provocació sexual,1,0,0,192787
376,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra la seguretat viària,Conduir sense permís,5,4,0,192788
377,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,8,8,0,192789
378,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra la seguretat viària,Velocitat penalment punible,1,1,0,192790
379,1,gener,2020,Terres de l'Ebre,Baix Ebre,Delictes contra les relacions familiars,Contra els drets i deures familiars,2,2,0,192791
